ID,architecture,seed,control,fold,parameters,TierA,TierB,BioMask_provenance,gate,rank_or_bottleneck,ROI_precision,ROI_recall,ROI_f1,pooled_precision,pooled_recall,pooled_f1,Accuracy,BalancedAccuracy,semantic_precision,semantic_recall,semantic_f1,NLL,ECE15,train_f1,gap,tail_f1,zero_recall_classes,runtime_seconds,decision
B0_real_17,B0,17,real,combined_OOF,210,False,True,upstream-contaminated row-wise OOF,none,0,0.0276595744680851,0.03333333333333333,0.029314420803782503,0.18042023091921772,0.18629437888592817,0.1466299154078829,0.16,0.18862771221926153,0.18042023091921777,0.18862771221926153,0.14688148773492687,2.242840528488159,0.05413084541757902,0.1672028858249901,0.02027384453064614,0.1361541889483066,,0.8806805000349414,ineligible contamination
B0_real_29,B0,29,real,combined_OOF,210,False,True,upstream-contaminated row-wise OOF,none,0,0.029078014184397167,0.030732860520094562,0.029078014184397167,0.1540838190221492,0.16387571374191093,0.13257921553042523,0.15333333333333332,0.16520904707524425,0.1540838190221492,0.16520904707524425,0.13277896584253507,2.2913670539855957,0.04594758475820223,0.13129092795282557,0.0008759010894656,0.0776412388495645,"histiocyte,melanophage",0.8072294000012334,ineligible contamination
B0_real_43,B0,43,real,combined_OOF,210,False,True,upstream-contaminated row-wise OOF,none,0,0.028132387706855787,0.030378250591016544,0.02825059101654846,0.16894907888485985,0.16459618068773,0.14673263320007368,0.15666666666666668,0.16542951402106332,0.16894907888485985,0.16542951402106332,0.14693384044353447,2.293254852294922,0.03581815054019293,0.15557043478947674,0.02030890316295424,0.11628671449922692,,0.798332099977415,ineligible contamination
B1_real_17,B1,17,real,combined_OOF,15450,False,True,upstream-contaminated row-wise OOF,none,0,0.07494089834515366,0.08439716312056737,0.07756501182033097,0.41137509439873554,0.4038786955970054,0.39977409590307367,0.44,0.4050453622636721,0.41137509439873554,0.4050453622636721,0.4006715318005095,1.679048776626587,0.09103342225154241,0.9032802515560099,0.5245358056320614,0.3794139194139194,,0.9469461999833584,ineligible contamination
B1_real_29,B1,29,real,combined_OOF,15450,False,True,upstream-contaminated row-wise OOF,none,0,0.07529550827423168,0.08120567375886525,0.07650118203309693,0.40940285889526884,0.4139473417079051,0.4058759570232363,0.42,0.4149473417079051,0.40940285889526873,0.4149473417079051,0.40643099865135834,1.7126139402389526,0.12007385472456615,0.894955739396039,0.501853554413982,0.39809983896940415,,0.9453347999951802,ineligible contamination
B1_real_43,B1,43,real,combined_OOF,15450,False,True,upstream-contaminated row-wise OOF,none,0,0.0763593380614657,0.08286052009456266,0.0774468085106383,0.4057684356377641,0.41079723385357186,0.40649731259089217,0.42333333333333334,0.41196390052023857,0.4057684356377641,0.41196390052023857,0.4069686930622726,1.7115826606750488,0.08794879347085954,0.9038251243896921,0.5086304897540724,0.4101118735157311,,0.9381063999899197,ineligible contamination
B2_real_17,B2,17,real,combined_OOF,15430,False,True,upstream-contaminated row-wise OOF,none,0,0.07671394799054373,0.0851063829787234,0.07877068557919623,0.42410086721863005,0.40933961426214954,0.4093465484367834,0.44333333333333336,0.41050628092881614,0.42410086721862994,0.41050628092881614,0.41015955656686487,1.6646872758865356,0.08598535339037579,0.8970300510268833,0.5095161809585441,0.4061857248442614,,0.9365119000140112,ineligible contamination
B2_real_29,B2,29,real,combined_OOF,15430,False,True,upstream-contaminated row-wise OOF,none,0,0.07677304964539007,0.08250591016548464,0.0778014184397163,0.41476877776219884,0.4194669458190584,0.41148886748541835,0.43,0.4204669458190585,0.41476877776219884,0.4204669458190585,0.41204390911354044,1.6977144479751587,0.10134407162666322,0.8902046889529082,0.4917966387043236,0.4016168429948827,,1.0738051000225823,ineligible contamination
B2_real_43,B2,43,real,combined_OOF,15430,False,True,upstream-contaminated row-wise OOF,none,0,0.07872340425531915,0.08569739952718677,0.07992907801418439,0.41328795954145814,0.42290534196168006,0.4165207649493364,0.43666666666666665,0.4242386752950133,0.41328795954145814,0.4242386752950133,0.41705948548805694,1.6951557397842407,0.10218990763028464,0.8988970449494712,0.4906434531394863,0.4143874643874644,,1.0261390999949072,ineligible contamination
B3_placebo_17,B3,17,placebo,combined_OOF,15570,False,False,none; appearance-derived capacity control,none,0,0.0726950354609929,0.08085106382978723,0.07463356973995275,0.38876323972726906,0.38889817282070804,0.3825515071450539,0.42333333333333334,0.389898172820708,0.3887632397272691,0.389898172820708,0.3832483712565522,1.7094050645828247,0.09337526986996332,0.8995208966007328,0.5419212463195033,0.3635302689583956,,1.0285942000336945,ineligible contamination
B3_placebo_29,B3,29,placebo,combined_OOF,15570,False,False,none; appearance-derived capacity control,none,0,0.07287234042553191,0.07884160756501182,0.0740661938534279,0.39411994107988024,0.39728067504123843,0.39127696120858957,0.4066666666666667,0.39828067504123843,0.39411994107988024,0.39828067504123843,0.3917871652902222,1.7485111951828003,0.1211257153749466,0.8900793567517548,0.5112059093768897,0.38762444452099626,,0.9666544999927282,ineligible contamination
B3_placebo_43,B3,43,placebo,combined_OOF,15570,False,False,none; appearance-derived capacity control,none,0,0.07334515366430261,0.08120567375886525,0.07524822695035462,0.3937245649378517,0.4025163684811572,0.39646194571836363,0.41333333333333333,0.4035163684811572,0.3937245649378517,0.4035163684811572,0.3968812329301036,1.7448309659957886,0.09143196910619737,0.8910474066032301,0.5078023364740699,0.39947293083383,,0.9472608000214677,ineligible contamination
B3_real_17,B3,17,real,combined_OOF,15570,False,True,upstream-contaminated row-wise OOF,none,0,0.07671394799054373,0.08546099290780142,0.07900709219858157,0.42652246751271167,0.4122120289303388,0.412696758599136,0.44666666666666666,0.41337869559700546,0.42652246751271167,0.41337869559700546,0.41350976672921724,1.6141407489776611,0.0795272177954515,0.9141529866675686,0.5215751280717319,0.40707224966695643,,0.9556549999979325,ineligible contamination
B3_real_29,B3,29,real,combined_OOF,15570,False,True,upstream-contaminated row-wise OOF,none,0,0.08026004728132388,0.08605200945626479,0.08127659574468085,0.43453752190089856,0.43478384722750923,0.4281945495961482,0.44666666666666666,0.4357838472275092,0.43453752190089856,0.4357838472275092,0.4287742597410757,1.63828706741333,0.08477508862813313,0.9064921685361282,0.49245526224431985,0.4065704357123764,,0.9529565999982879,ineligible contamination
B3_real_43,B3,43,real,combined_OOF,15570,False,True,upstream-contaminated row-wise OOF,none,0,0.08156028368794324,0.08817966903073285,0.08276595744680852,0.42915192387942813,0.43681379266590536,0.431262793220424,0.45,0.4381471259992386,0.429151923879428,0.4381471259992386,0.43178227373990447,1.642520785331726,0.06794238477945327,0.912176669076899,0.48294524534528765,0.43064852460201297,,0.9492222999979276,ineligible contamination
