architecture,control,seed,class,support,positive_ROIs,semantic_P,semantic_R,semantic_F1,one_vs_rest_accuracy,global_conditional_accuracy,dominant_FN,dominant_FP,TP,FP,FN,pooled_P,pooled_R,pooled_F1,ROI_P,ROI_R,ROI_F1,recall_delta_vs_A1,F1_delta_vs_A1
A5,real,43,plasma_cell,24,22,0.4666666666666667,0.2916666666666667,0.358974358974359,0.9166666666666666,0.4666666666666667,tumor,apoptosis,7,8,17,0.4666666666666667,0.2916666666666667,0.35897435897435903,0.026004728132387706,0.03546099290780142,0.02931442080378251,0.0,0.03339296362552174
A5,real,43,histiocyte,24,23,0.25,0.20833333333333334,0.22727272727272727,0.8866666666666667,0.4666666666666667,stroma,tumor,5,15,19,0.25,0.20833333333333334,0.22727272727272727,0.03546099290780142,0.03546099290780142,0.03546099290780142,0.041666666666666685,0.04545454545454544
A5,real,43,melanophage,24,24,0.5555555555555556,0.625,0.5882352941176471,0.93,0.4666666666666667,lymphocyte,tumor,15,12,9,0.5555555555555556,0.625,0.5882352941176471,0.09574468085106383,0.10638297872340426,0.09929078014184398,-0.08333333333333337,-0.07843137254901955
A5,real,43,neutrophil,24,24,0.6842105263157895,0.5416666666666666,0.6046511627906976,0.9433333333333334,0.4666666666666667,apoptosis,apoptosis,13,6,11,0.6842105263157895,0.5416666666666666,0.6046511627906976,0.0839243498817967,0.09219858156028368,0.08628841607565012,-0.125,-0.06201550387596899
A5,real,43,stroma,24,24,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.8866666666666667,0.4666666666666667,endothelium,histiocyte,7,17,17,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.04609929078014184,0.04964539007092199,0.04728132387706856,0.0,0.011666666666666659
A5,real,43,epithelium,24,24,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.9266666666666666,0.4666666666666667,tumor,tumor,13,11,11,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.0851063829787234,0.09219858156028368,0.08747044917257682,0.0,0.011054421768707412
A5,real,43,endothelium,24,24,0.30303030303030304,0.4166666666666667,0.3508771929824561,0.8766666666666667,0.4666666666666667,histiocyte,stroma,10,23,14,0.30303030303030304,0.4166666666666667,0.3508771929824562,0.06382978723404255,0.07092198581560284,0.06619385342789598,0.125,0.06516290726817042
A5,real,43,apoptosis,24,23,0.2962962962962963,0.3333333333333333,0.3137254901960784,0.8833333333333333,0.4666666666666667,tumor,tumor,8,19,17,0.2962962962962963,0.32,0.30769230769230765,0.05200945626477541,0.05319148936170213,0.050827423167848704,0.0,0.017429193899782147
A5,shuffle,17,tumor,71,57,0.5641025641025641,0.6197183098591549,0.5906040268456376,0.7966666666666666,0.42333333333333334,melanophage,plasma_cell,44,34,27,0.5641025641025641,0.6197183098591549,0.5906040268456376,0.2452718676122931,0.25886524822695034,0.2427895981087471,0.028169014084507005,0.011293682018051365
A5,shuffle,17,lymphocyte,37,32,0.37777777777777777,0.4594594594594595,0.4146341463414634,0.84,0.42333333333333334,histiocyte,histiocyte,17,28,20,0.37777777777777777,0.4594594594594595,0.41463414634146345,0.08156028368794327,0.08983451536643025,0.08463356973995272,-0.054054054054054,-0.0853658536585366
A5,shuffle,17,plasma_cell,24,22,0.23529411764705882,0.16666666666666666,0.1951219512195122,0.89,0.42333333333333334,tumor,apoptosis,4,13,20,0.23529411764705882,0.16666666666666666,0.19512195121951217,0.01773049645390071,0.02127659574468085,0.018912529550827423,-0.041666666666666685,-0.0548780487804878
A5,shuffle,17,histiocyte,24,23,0.11764705882352941,0.08333333333333333,0.0975609756097561,0.8766666666666667,0.42333333333333334,lymphocyte,lymphocyte,2,15,22,0.11764705882352941,0.08333333333333333,0.09756097560975609,0.014184397163120567,0.014184397163120567,0.014184397163120567,-0.16666666666666669,-0.1424390243902439
A5,shuffle,17,melanophage,24,24,0.53125,0.7083333333333334,0.6071428571428571,0.9266666666666666,0.42333333333333334,tumor,tumor,17,15,7,0.53125,0.7083333333333334,0.6071428571428571,0.10283687943262411,0.12056737588652482,0.10874704491725767,0.0,0.01065162907268169
A5,shuffle,17,neutrophil,24,24,0.5714285714285714,0.5,0.5333333333333333,0.93,0.42333333333333334,tumor,endothelium,12,9,12,0.5714285714285714,0.5,0.5333333333333333,0.0768321513002364,0.0851063829787234,0.07919621749408982,0.0,-0.052032520325203224
A5,shuffle,17,stroma,24,24,0.23076923076923078,0.125,0.16216216216216217,0.8966666666666666,0.42333333333333334,endothelium,endothelium,3,10,21,0.23076923076923078,0.125,0.16216216216216217,0.01773049645390071,0.02127659574468085,0.018912529550827423,-0.04166666666666666,-0.04296604296604295
A5,shuffle,17,epithelium,24,24,0.6521739130434783,0.625,0.6382978723404256,0.9433333333333334,0.42333333333333334,tumor,tumor,15,8,9,0.6521739130434783,0.625,0.6382978723404256,0.09929078014184398,0.10638297872340426,0.10165484633569741,0.04166666666666663,0.054964539007092195
A5,shuffle,17,endothelium,24,24,0.2,0.2916666666666667,0.23728813559322035,0.85,0.42333333333333334,lymphocyte,histiocyte,7,28,17,0.2,0.2916666666666667,0.23728813559322035,0.04137115839243499,0.04964539007092199,0.04373522458628842,0.0,0.007779938871908865
A5,shuffle,17,apoptosis,24,23,0.3157894736842105,0.25,0.27906976744186046,0.8966666666666666,0.42333333333333334,tumor,plasma_cell,6,13,19,0.3157894736842105,0.24,0.2727272727272727,0.0425531914893617,0.03900709219858156,0.04018912529550828,-0.041666666666666685,-0.04651162790697677
A5,shuffle,29,tumor,71,57,0.5714285714285714,0.4507042253521127,0.5039370078740157,0.79,0.39,melanophage,apoptosis,32,24,39,0.5714285714285714,0.4507042253521127,0.5039370078740156,0.2127659574468085,0.1938534278959811,0.19976359338061467,-0.028169014084507005,-0.019139915202907365
A5,shuffle,29,lymphocyte,37,32,0.38095238095238093,0.43243243243243246,0.4050632911392405,0.8433333333333334,0.39,histiocyte,histiocyte,16,26,21,0.38095238095238093,0.43243243243243246,0.4050632911392405,0.07092198581560284,0.09219858156028368,0.07754137115839244,0.05405405405405406,0.03664223850766157
A5,shuffle,29,plasma_cell,24,22,0.25,0.20833333333333334,0.22727272727272727,0.8866666666666667,0.39,apoptosis,tumor,5,15,19,0.25,0.20833333333333334,0.22727272727272727,0.02127659574468085,0.028368794326241134,0.02364066193853428,-0.16666666666666666,-0.10606060606060605
A5,shuffle,29,histiocyte,24,23,0.08333333333333333,0.125,0.1,0.82,0.39,lymphocyte,lymphocyte,3,33,21,0.08333333333333333,0.125,0.1,0.014184397163120567,0.02127659574468085,0.016548463356973995,-0.16666666666666669,-0.14561403508771928
A5,shuffle,29,melanophage,24,24,0.5294117647058824,0.75,0.6206896551724138,0.9266666666666666,0.39,lymphocyte,tumor,18,16,6,0.5294117647058824,0.75,0.6206896551724139,0.10874704491725767,0.1276595744680851,0.11465721040189124,0.0,0.010520163646990044
A5,shuffle,29,neutrophil,24,24,0.631578947368421,0.5,0.5581395348837209,0.9366666666666666,0.39,stroma,apoptosis,12,7,12,0.631578947368421,0.5,0.5581395348837209,0.07446808510638298,0.0851063829787234,0.07801418439716311,0.0,-0.013289036544850474
A5,shuffle,29,stroma,24,24,0.23076923076923078,0.25,0.24,0.8733333333333333,0.39,histiocyte,tumor,6,20,18,0.23076923076923078,0.25,0.24000000000000002,0.03900709219858156,0.0425531914893617,0.04018912529550827,-0.041666666666666685,-0.03450980392156866
A5,shuffle,29,epithelium,24,24,0.64,0.6666666666666666,0.6530612244897959,0.9433333333333334,0.39,tumor,tumor,16,9,8,0.64,0.6666666666666666,0.6530612244897959,0.10638297872340426,0.11347517730496454,0.10874704491725769,0.08333333333333326,0.0697278911564625
A5,shuffle,29,endothelium,24,24,0.2777777777777778,0.20833333333333334,0.23809523809523808,0.8933333333333333,0.39,histiocyte,histiocyte,5,13,19,0.2777777777777778,0.20833333333333334,0.2380952380952381,0.02364066193853428,0.03546099290780142,0.02718676122931442,0.0,-0.018315018315018305
A5,shuffle,29,apoptosis,24,23,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8666666666666667,0.39,tumor,tumor,4,20,21,0.16666666666666666,0.16,0.16326530612244897,0.024822695035460994,0.024822695035460994,0.02364066193853428,-0.08333333333333334,-0.10606060606060605
A5,shuffle,43,tumor,71,57,0.5087719298245614,0.4084507042253521,0.453125,0.7666666666666667,0.41,apoptosis,epithelium,29,28,42,0.5087719298245614,0.4084507042253521,0.453125,0.18439716312056736,0.18085106382978725,0.17730496453900713,-0.07042253521126757,-0.050578703703703654
A5,shuffle,43,lymphocyte,37,32,0.47368421052631576,0.4864864864864865,0.48,0.87,0.41,histiocyte,histiocyte,18,20,19,0.47368421052631576,0.4864864864864865,0.4799999999999999,0.08274231678486998,0.1016548463356974,0.08865248226950355,0.0,0.01246753246753246
A5,shuffle,43,plasma_cell,24,22,0.3333333333333333,0.2916666666666667,0.3111111111111111,0.8966666666666666,0.41,tumor,tumor,7,14,17,0.3333333333333333,0.2916666666666667,0.3111111111111111,0.026004728132387706,0.03546099290780142,0.02931442080378251,0.0,-0.014470284237726116
A5,shuffle,43,histiocyte,24,23,0.26666666666666666,0.16666666666666666,0.20512820512820512,0.8966666666666666,0.41,lymphocyte,lymphocyte,4,11,20,0.26666666666666666,0.16666666666666666,0.2051282051282051,0.028368794326241134,0.028368794326241134,0.028368794326241134,0.0,0.023310023310023298
A5,shuffle,43,melanophage,24,24,0.6153846153846154,0.6666666666666666,0.64,0.94,0.41,lymphocyte,tumor,16,10,8,0.6153846153846154,0.6666666666666666,0.64,0.10283687943262411,0.11347517730496454,0.10638297872340426,-0.04166666666666674,-0.026666666666666616
A5,shuffle,43,neutrophil,24,24,0.5357142857142857,0.625,0.5769230769230769,0.9266666666666666,0.41,apoptosis,apoptosis,15,13,9,0.5357142857142857,0.625,0.576923076923077,0.09042553191489362,0.10638297872340426,0.0950354609929078,-0.04166666666666663,-0.08974358974358976
A5,shuffle,43,stroma,24,24,0.24,0.25,0.24489795918367346,0.8766666666666667,0.41,endothelium,histiocyte,6,19,18,0.24,0.25,0.24489795918367346,0.03900709219858156,0.0425531914893617,0.04018912529550827,-0.041666666666666685,-0.03510204081632656
A5,shuffle,43,epithelium,24,24,0.48148148148148145,0.5416666666666666,0.5098039215686274,0.9166666666666666,0.41,tumor,tumor,13,14,11,0.48148148148148145,0.5416666666666666,0.5098039215686274,0.08037825059101655,0.09219858156028368,0.08392434988179669,0.0,-0.0208083233293318
A5,shuffle,43,endothelium,24,24,0.27586206896551724,0.3333333333333333,0.3018867924528302,0.8766666666666667,0.41,stroma,stroma,8,21,16,0.27586206896551724,0.3333333333333333,0.3018867924528302,0.04137115839243499,0.05673758865248227,0.04609929078014184,0.04166666666666663,0.01617250673854448
A5,shuffle,43,apoptosis,24,23,0.20588235294117646,0.2916666666666667,0.2413793103448276,0.8533333333333334,0.41,neutrophil,tumor,7,27,18,0.20588235294117646,0.28,0.23728813559322035,0.044917257683215125,0.04609929078014184,0.04373522458628842,-0.04166666666666663,-0.05491698595146868
A6,placebo,17,tumor,71,57,0.6111111111111112,0.6197183098591549,0.6153846153846154,0.8166666666666667,0.44333333333333336,melanophage,epithelium,44,28,27,0.6111111111111112,0.6197183098591549,0.6153846153846154,0.24704491725768318,0.2553191489361702,0.24468085106382984,0.028169014084507005,0.036074270557029164
A6,placebo,17,lymphocyte,37,32,0.40540540540540543,0.40540540540540543,0.40540540540540543,0.8533333333333334,0.44333333333333336,histiocyte,histiocyte,15,22,22,0.40540540540540543,0.40540540540540543,0.40540540540540543,0.06973995271867613,0.0851063829787234,0.075177304964539,-0.10810810810810806,-0.09459459459459457
A6,placebo,17,plasma_cell,24,22,0.3684210526315789,0.2916666666666667,0.32558139534883723,0.9033333333333333,0.44333333333333336,tumor,tumor,7,12,17,0.3684210526315789,0.2916666666666667,0.32558139534883723,0.029550827423167843,0.03546099290780142,0.03167848699763594,0.08333333333333334,0.07558139534883723
A6,placebo,17,histiocyte,24,23,0.18181818181818182,0.16666666666666666,0.17391304347826086,0.8733333333333333,0.44333333333333336,lymphocyte,lymphocyte,4,18,20,0.18181818181818182,0.16666666666666666,0.17391304347826086,0.028368794326241134,0.028368794326241134,0.028368794326241134,-0.08333333333333334,-0.06608695652173913
A6,placebo,17,melanophage,24,24,0.5757575757575758,0.7916666666666666,0.6666666666666666,0.9366666666666666,0.44333333333333336,tumor,tumor,19,14,5,0.5757575757575758,0.7916666666666666,0.6666666666666667,0.12411347517730496,0.1347517730496454,0.1276595744680851,0.08333333333333326,0.07017543859649122
A6,placebo,17,neutrophil,24,24,0.6111111111111112,0.4583333333333333,0.5238095238095238,0.9333333333333333,0.44333333333333336,endothelium,apoptosis,11,7,13,0.6111111111111112,0.4583333333333333,0.5238095238095238,0.06560283687943262,0.07801418439716312,0.0690307328605201,-0.041666666666666685,-0.061556329849012714
A6,placebo,17,stroma,24,24,0.23076923076923078,0.125,0.16216216216216217,0.8966666666666666,0.44333333333333336,endothelium,endothelium,3,10,21,0.23076923076923078,0.125,0.16216216216216217,0.01773049645390071,0.02127659574468085,0.018912529550827423,-0.04166666666666666,-0.04296604296604295
A6,placebo,17,epithelium,24,24,0.56,0.5833333333333334,0.5714285714285714,0.93,0.44333333333333336,tumor,tumor,14,11,10,0.56,0.5833333333333334,0.5714285714285714,0.08865248226950355,0.09929078014184398,0.09219858156028368,0.0,-0.011904761904761973
A6,placebo,17,endothelium,24,24,0.16666666666666666,0.2916666666666667,0.21212121212121213,0.8266666666666667,0.44333333333333336,stroma,stroma,7,35,17,0.16666666666666666,0.2916666666666667,0.2121212121212121,0.034278959810874705,0.04964539007092199,0.03900709219858156,0.0,-0.017386984600099353
A6,placebo,17,apoptosis,24,23,0.47368421052631576,0.375,0.4186046511627907,0.9166666666666666,0.44333333333333336,lymphocyte,tumor,9,10,16,0.47368421052631576,0.36,0.40909090909090906,0.05200945626477541,0.05673758865248227,0.05319148936170213,0.08333333333333331,0.09302325581395349
A6,placebo,29,tumor,71,57,0.5471698113207547,0.4084507042253521,0.46774193548387094,0.78,0.42,melanophage,apoptosis,29,24,42,0.5471698113207547,0.4084507042253521,0.467741935483871,0.1702127659574468,0.17139479905437352,0.16879432624113472,-0.07042253521126757,-0.055334987593052165
A6,placebo,29,lymphocyte,37,32,0.4166666666666667,0.40540540540540543,0.410958904109589,0.8566666666666667,0.42,histiocyte,histiocyte,15,21,22,0.4166666666666667,0.40540540540540543,0.4109589041095891,0.061465721040189124,0.07565011820330969,0.0657210401891253,0.02702702702702703,0.04253785147801009
A6,placebo,29,plasma_cell,24,22,0.25806451612903225,0.3333333333333333,0.2909090909090909,0.87,0.42,tumor,tumor,8,23,16,0.25806451612903225,0.3333333333333333,0.29090909090909095,0.02718676122931442,0.0425531914893617,0.03167848699763594,-0.041666666666666685,-0.04242424242424242
A6,placebo,29,histiocyte,24,23,0.2857142857142857,0.25,0.26666666666666666,0.89,0.42,lymphocyte,lymphocyte,6,15,18,0.2857142857142857,0.25,0.26666666666666666,0.03900709219858156,0.0425531914893617,0.04018912529550828,-0.041666666666666685,0.02105263157894738
A6,placebo,29,melanophage,24,24,0.4782608695652174,0.9166666666666666,0.6285714285714286,0.9133333333333333,0.42,histiocyte,tumor,22,24,2,0.4782608695652174,0.9166666666666666,0.6285714285714286,0.13002364066193853,0.15602836879432624,0.13829787234042554,0.16666666666666663,0.01840193704600479
A6,placebo,29,neutrophil,24,24,0.5909090909090909,0.5416666666666666,0.5652173913043478,0.9333333333333333,0.42,tumor,apoptosis,13,9,11,0.5909090909090909,0.5416666666666666,0.5652173913043478,0.08333333333333333,0.09219858156028368,0.08557919621749409,0.04166666666666663,-0.006211180124223614
