id,class,support,semantic_P,semantic_R,semantic_F1,one_vs_rest_accuracy,global_accuracy,V17_TP,V17_FP,V17_FN,pooled_P,pooled_R,pooled_F1,ROI_P,ROI_R,ROI_F1
p3_A0_real_s17_cv2,melanophage,5,0.5,0.6,0.5454545454545454,0.9494949494949495,0.47474747474747475,3,3,2,0.5,0.6,0.5454545454545454,0.05319148936170213,0.06382978723404255,0.05673758865248227
p3_A0_real_s17_cv2,neutrophil,8,0.7777777777777778,0.875,0.8235294117647058,0.9696969696969697,0.47474747474747475,7,2,1,0.7777777777777778,0.875,0.823529411764706,0.1276595744680851,0.14893617021276595,0.1347517730496454
p3_A0_real_s17_cv2,stroma,10,0.5,0.1,0.16666666666666666,0.898989898989899,0.47474747474747475,1,1,9,0.5,0.1,0.16666666666666669,0.02127659574468085,0.02127659574468085,0.02127659574468085
p3_A0_real_s17_cv2,epithelium,5,0.6,0.6,0.6,0.9595959595959596,0.47474747474747475,3,2,2,0.6,0.6,0.6,0.06382978723404255,0.06382978723404255,0.06382978723404255
p3_A0_real_s17_cv2,endothelium,7,0.2631578947368421,0.7142857142857143,0.38461538461538464,0.8383838383838383,0.47474747474747475,5,14,2,0.2631578947368421,0.7142857142857143,0.3846153846153846,0.06028368794326241,0.10638297872340426,0.07446808510638298
p3_A0_real_s17_cv2,apoptosis,8,0.4,0.25,0.3076923076923077,0.9090909090909091,0.47474747474747475,2,3,7,0.4,0.2222222222222222,0.2857142857142857,0.0425531914893617,0.0425531914893617,0.0425531914893617
p3_A0_real_s29_cv0,tumor,19,0.5,0.3684210526315789,0.42424242424242425,0.7934782608695652,0.358695652173913,7,7,12,0.5,0.3684210526315789,0.4242424242424242,0.15217391304347827,0.14130434782608695,0.14492753623188404
p3_A0_real_s29_cv0,lymphocyte,13,1.0,0.07692307692307693,0.14285714285714285,0.8695652173913043,0.358695652173913,1,0,12,1.0,0.07692307692307693,0.14285714285714288,0.021739130434782608,0.021739130434782608,0.021739130434782608
p3_A0_real_s29_cv0,plasma_cell,11,0.25,0.36363636363636365,0.2962962962962963,0.7934782608695652,0.358695652173913,4,12,7,0.25,0.36363636363636365,0.2962962962962963,0.043478260869565216,0.06521739130434782,0.049999999999999996
p3_A0_real_s29_cv0,histiocyte,7,0.3,0.42857142857142855,0.35294117647058826,0.8804347826086957,0.358695652173913,3,7,4,0.3,0.42857142857142855,0.3529411764705882,0.06521739130434782,0.06521739130434782,0.06521739130434782
p3_A0_real_s29_cv0,melanophage,7,0.4117647058823529,1.0,0.5833333333333334,0.8913043478260869,0.358695652173913,7,10,0,0.4117647058823529,1.0,0.5833333333333334,0.11594202898550726,0.15217391304347827,0.12681159420289853
p3_A0_real_s29_cv0,neutrophil,5,0.3333333333333333,0.2,0.25,0.9347826086956522,0.358695652173913,1,2,4,0.3333333333333333,0.2,0.25,0.021739130434782608,0.021739130434782608,0.021739130434782608
p3_A0_real_s29_cv0,stroma,6,0.125,0.16666666666666666,0.14285714285714285,0.8695652173913043,0.358695652173913,1,7,5,0.125,0.16666666666666666,0.14285714285714288,0.021739130434782608,0.021739130434782608,0.021739130434782608
p3_A0_real_s29_cv0,epithelium,12,0.6666666666666666,0.5,0.5714285714285714,0.9021739130434783,0.358695652173913,6,3,6,0.6666666666666666,0.5,0.5714285714285715,0.11956521739130435,0.13043478260869565,0.12318840579710144
