seed,A1_final_epoch_ROI_F1,A5_final_epoch_ROI_F1,delta,A1_semantic_F1,A5_semantic_F1,A1_accuracy,A5_accuracy
17,0.13960714285714287,0.1455119047619048,0.005904761904761903,0.5538183728036669,0.565542450844175,0.5933333333333334,0.6066666666666667
29,0.12651785714285713,0.1451547619047619,0.018636904761904764,0.5061300913717806,0.5741634753740466,0.56,0.6066666666666667
43,0.10860119047619048,0.1405297619047619,0.03192857142857143,0.4747291480617252,0.5761960403817878,0.5066666666666667,0.6133333333333333
