seed,family,epoch,ROI_F1,semantic_F1,NLL,ECE15,gap
17,LoRA,5,0.14064529914529916,0.5544376598171665,1.3225759267807007,0.12434486885865528,0.2618303214383957
17,frozen,5,0.14064529914529916,0.5544376598171665,1.322662115097046,0.12433875679969789,0.2618303214383957
29,LoRA,5,0.15778174603174605,0.5984242809687454,1.223506212234497,0.06919079244136812,0.20904586987425755
29,frozen,5,0.15778174603174605,0.5984242809687454,1.2235568761825562,0.0691632095972697,0.20904586987425755
43,LoRA,5,0.15938888888888886,0.6271098174566112,1.2631118297576904,0.09717006246248881,0.19804921025703837
43,frozen,5,0.15938888888888886,0.6271098174566112,1.2631922960281372,0.09717514038085938,0.19804921025703837
