family,seed,class,support,predicted_count,precision,recall,f1,ROI_F1,TP,FP,FN,f1_score
A4,29,tumor,71,65,0.6615384615384615,0.6056338028169014,0.6323529411764706,0.24704491725768324,43,22,28,0.6323529411764706
A4,29,lymphocyte,37,49,0.5510204081632653,0.7297297297297297,0.627906976744186,0.14650455927051673,27,22,10,0.6279069767441859
A4,29,plasma_cell,24,18,0.5555555555555556,0.4166666666666667,0.47619047619047616,0.052955082742316785,10,8,14,0.4761904761904762
A4,29,histiocyte,24,32,0.25,0.3333333333333333,0.2857142857142857,0.05319148936170213,8,24,16,0.28571428571428575
A4,29,melanophage,24,26,0.6923076923076923,0.75,0.72,0.12293144208037825,18,8,6,0.7199999999999999
A4,29,neutrophil,24,21,0.7619047619047619,0.6666666666666666,0.7111111111111111,0.11347517730496454,16,5,8,0.7111111111111111
A4,29,stroma,24,26,0.5,0.5416666666666666,0.52,0.0851063829787234,13,13,11,0.52
A4,29,epithelium,24,22,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.10874704491725767,16,6,8,0.6956521739130435
A4,29,endothelium,24,19,0.47368421052631576,0.375,0.4186046511627907,0.06382978723404255,9,10,15,0.4186046511627907
A4,29,apoptosis,24,22,0.5,0.44,0.4782608695652174,0.06855791962174941,11,11,14,0.46808510638297873
A4,43,tumor,71,79,0.6075949367088608,0.676056338028169,0.64,0.2765957446808511,48,31,23,0.6399999999999999
A4,43,lymphocyte,37,40,0.6,0.6486486486486487,0.6233766233766234,0.13333333333333333,24,16,13,0.6233766233766234
A4,43,plasma_cell,24,22,0.5454545454545454,0.5,0.5217391304347826,0.06713947990543735,12,10,12,0.5217391304347826
A4,43,histiocyte,24,23,0.34782608695652173,0.3333333333333333,0.3404255319148936,0.054373522458628844,8,15,16,0.3404255319148936
A4,43,melanophage,24,23,0.7391304347826086,0.7083333333333334,0.723404255319149,0.11583924349881795,17,6,7,0.723404255319149
A4,43,neutrophil,24,22,0.8181818181818182,0.75,0.782608695652174,0.12411347517730496,18,4,6,0.7826086956521738
A4,43,stroma,24,26,0.38461538461538464,0.4166666666666667,0.4,0.06619385342789598,10,16,14,0.4
A4,43,epithelium,24,23,0.6086956521739131,0.5833333333333334,0.5957446808510638,0.09692671394799056,14,9,10,0.5957446808510638
A4,43,endothelium,24,27,0.4074074074074074,0.4583333333333333,0.43137254901960786,0.07328605200945627,11,16,13,0.4313725490196078
A4,43,apoptosis,24,15,0.6,0.36,0.46153846153846156,0.059101654846335686,9,6,16,0.45
A4_broken,17,tumor,71,69,0.5507246376811594,0.5352112676056338,0.5428571428571428,0.2174940898345154,38,31,33,0.5428571428571428
A4_broken,17,lymphocyte,37,36,0.4722222222222222,0.4594594594594595,0.4657534246575342,0.09598108747044917,17,19,20,0.4657534246575342
A4_broken,17,plasma_cell,24,28,0.21428571428571427,0.25,0.23076923076923078,0.023404255319148935,6,22,18,0.23076923076923075
A4_broken,17,histiocyte,24,16,0.25,0.16666666666666666,0.2,0.028368794326241134,4,12,20,0.2
A4_broken,17,melanophage,24,31,0.5483870967741935,0.7083333333333334,0.6181818181818182,0.11111111111111109,17,14,7,0.6181818181818182
A4_broken,17,neutrophil,24,20,0.6,0.5,0.5454545454545454,0.08274231678486998,12,8,12,0.5454545454545454
A4_broken,17,stroma,24,20,0.3,0.25,0.2727272727272727,0.0425531914893617,6,14,18,0.2727272727272727
A4_broken,17,epithelium,24,26,0.5769230769230769,0.625,0.6,0.09929078014184398,15,11,9,0.6
A4_broken,17,endothelium,24,31,0.25806451612903225,0.3333333333333333,0.2909090909090909,0.05437352245862884,8,23,16,0.29090909090909095
A4_broken,17,apoptosis,24,23,0.34782608695652173,0.32,0.3404255319148936,0.04964539007092199,8,15,17,0.3333333333333333
A4_broken,29,tumor,71,73,0.5753424657534246,0.5915492957746479,0.5833333333333334,0.2375886524822696,42,31,29,0.5833333333333334
A4_broken,29,lymphocyte,37,45,0.4888888888888889,0.5945945945945946,0.5365853658536586,0.10962512664640325,22,23,15,0.5365853658536586
A4_broken,29,plasma_cell,24,22,0.4090909090909091,0.375,0.391304347826087,0.04231678486997636,9,13,15,0.3913043478260869
A4_broken,29,histiocyte,24,23,0.2608695652173913,0.25,0.2553191489361702,0.037825059101654845,6,17,18,0.2553191489361702
A4_broken,29,melanophage,24,28,0.6428571428571429,0.75,0.6923076923076923,0.11820330969267137,18,10,6,0.6923076923076924
A4_broken,29,neutrophil,24,23,0.6956521739130435,0.6666666666666666,0.6808510638297872,0.10874704491725767,16,7,8,0.6808510638297872
A4_broken,29,stroma,24,23,0.30434782608695654,0.2916666666666667,0.2978723404255319,0.044917257683215125,7,16,17,0.2978723404255319
A4_broken,29,epithelium,24,24,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.09456264775413711,14,10,10,0.5833333333333334
A4_broken,29,endothelium,24,18,0.3888888888888889,0.2916666666666667,0.3333333333333333,0.04964539007092199,7,11,17,0.3333333333333333
A4_broken,29,apoptosis,24,21,0.38095238095238093,0.32,0.35555555555555557,0.04728132387706856,8,13,17,0.34782608695652173
A4_broken,43,tumor,71,65,0.6461538461538462,0.5915492957746479,0.6176470588235294,0.24822695035460998,42,23,29,0.6176470588235294
A4_broken,43,lymphocyte,37,45,0.5111111111111111,0.6216216216216216,0.5609756097560976,0.11813576494427559,23,22,14,0.5609756097560976
A4_broken,43,plasma_cell,24,18,0.3333333333333333,0.25,0.2857142857142857,0.021040189125295507,6,12,18,0.28571428571428575
A4_broken,43,histiocyte,24,20,0.2,0.16666666666666666,0.18181818181818182,0.026004728132387706,4,16,20,0.1818181818181818
A4_broken,43,melanophage,24,23,0.6086956521739131,0.5833333333333334,0.5957446808510638,0.09219858156028368,14,9,10,0.5957446808510638
A4_broken,43,neutrophil,24,21,0.6666666666666666,0.5833333333333334,0.6222222222222222,0.09574468085106383,14,7,10,0.6222222222222222
A4_broken,43,stroma,24,30,0.26666666666666666,0.3333333333333333,0.2962962962962963,0.0508274231678487,8,22,16,0.2962962962962963
A4_broken,43,epithelium,24,26,0.5769230769230769,0.625,0.6,0.10165484633569741,15,11,9,0.6
A4_broken,43,endothelium,24,21,0.47619047619047616,0.4166666666666667,0.4444444444444444,0.07092198581560284,10,11,14,0.4444444444444445
A4_broken,43,apoptosis,24,31,0.3548387096774194,0.44,0.4,0.07210401891252954,11,20,14,0.3928571428571428
B1,17,tumor,71,63,0.6031746031746031,0.5352112676056338,0.5671641791044776,0.223404255319149,38,25,33,0.5671641791044777
B1,17,lymphocyte,37,40,0.525,0.5675675675675675,0.5454545454545454,0.12293144208037826,21,19,16,0.5454545454545455
B1,17,plasma_cell,24,17,0.35294117647058826,0.25,0.2926829268292683,0.026950354609929075,6,11,18,0.2926829268292683
B1,17,histiocyte,24,25,0.28,0.2916666666666667,0.2857142857142857,0.04491725768321513,7,18,17,0.2857142857142857
B1,17,melanophage,24,33,0.48484848484848486,0.6666666666666666,0.5614035087719298,0.10165484633569741,16,17,8,0.5614035087719298
B1,17,neutrophil,24,20,0.75,0.625,0.6818181818181818,0.1016548463356974,15,5,9,0.6818181818181818
B1,17,stroma,24,18,0.2777777777777778,0.20833333333333334,0.23809523809523808,0.030732860520094562,5,13,19,0.2380952380952381
B1,17,epithelium,24,24,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.09692671394799056,14,10,10,0.5833333333333334
B1,17,endothelium,24,42,0.2619047619047619,0.4583333333333333,0.3333333333333333,0.06855791962174941,11,31,13,0.33333333333333337
B1,17,apoptosis,24,18,0.2777777777777778,0.2,0.23809523809523808,0.03309692671394799,5,13,20,0.23255813953488372
B1,29,tumor,71,54,0.6111111111111112,0.4647887323943662,0.528,0.19858156028368798,33,21,38,0.5279999999999999
B1,29,lymphocyte,37,40,0.525,0.5675675675675675,0.5454545454545454,0.11229314420803783,21,19,16,0.5454545454545455
B1,29,plasma_cell,24,26,0.34615384615384615,0.375,0.36,0.039952718676122934,9,17,15,0.35999999999999993
B1,29,histiocyte,24,39,0.23076923076923078,0.375,0.2857142857142857,0.05791962174940898,9,30,15,0.2857142857142857
B1,29,melanophage,24,33,0.5151515151515151,0.7083333333333334,0.5964912280701754,0.10756501182033097,17,16,7,0.5964912280701754
B1,29,neutrophil,24,18,0.6111111111111112,0.4583333333333333,0.5238095238095238,0.07565011820330969,11,7,13,0.5238095238095238
B1,29,stroma,24,24,0.25,0.25,0.25,0.037825059101654845,6,18,18,0.25
B1,29,epithelium,24,24,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.08747044917257682,13,11,11,0.5416666666666666
B1,29,endothelium,24,19,0.3157894736842105,0.25,0.27906976744186046,0.04018912529550828,6,13,18,0.27906976744186046
B1,29,apoptosis,24,23,0.391304347826087,0.36,0.3829787234042553,0.05319148936170213,9,14,16,0.37499999999999994
B1,43,tumor,71,67,0.5671641791044776,0.5352112676056338,0.5507246376811594,0.2198581560283688,38,29,33,0.5507246376811593
B1,43,lymphocyte,37,44,0.5454545454545454,0.6486486486486487,0.5925925925925926,0.13711583924349882,24,20,13,0.5925925925925926
B1,43,plasma_cell,24,15,0.4666666666666667,0.2916666666666667,0.358974358974359,0.02931442080378251,7,8,17,0.35897435897435903
B1,43,histiocyte,24,21,0.23809523809523808,0.20833333333333334,0.2222222222222222,0.03546099290780142,5,16,19,0.22222222222222224
B1,43,melanophage,24,28,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.10638297872340426,16,12,8,0.6153846153846153
B1,43,neutrophil,24,20,0.7,0.5833333333333334,0.6363636363636364,0.0933806146572104,14,6,10,0.6363636363636365
B1,43,stroma,24,20,0.3,0.25,0.2727272727272727,0.04018912529550827,6,14,18,0.2727272727272727
B1,43,epithelium,24,24,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.08747044917257682,13,11,11,0.5416666666666666
B1,43,endothelium,24,34,0.29411764705882354,0.4166666666666667,0.3448275862068966,0.06619385342789598,10,24,14,0.3448275862068966
B1,43,apoptosis,24,27,0.3333333333333333,0.36,0.35294117647058826,0.05319148936170213,9,18,16,0.34615384615384615
B2,17,tumor,71,65,0.6153846153846154,0.5633802816901409,0.5882352941176471,0.2328605200945627,40,25,31,0.5882352941176471
B2,17,lymphocyte,37,41,0.5121951219512195,0.5675675675675675,0.5384615384615384,0.12293144208037826,21,20,16,0.5384615384615384
B2,17,plasma_cell,24,17,0.35294117647058826,0.25,0.2926829268292683,0.026950354609929075,6,11,18,0.2926829268292683
B2,17,histiocyte,24,25,0.28,0.2916666666666667,0.2857142857142857,0.04728132387706856,7,18,17,0.2857142857142857
B2,17,melanophage,24,33,0.48484848484848486,0.6666666666666666,0.5614035087719298,0.10165484633569741,16,17,8,0.5614035087719298
B2,17,neutrophil,24,20,0.75,0.625,0.6818181818181818,0.1016548463356974,15,5,9,0.6818181818181818
B2,17,stroma,24,18,0.2777777777777778,0.20833333333333334,0.23809523809523808,0.030732860520094562,5,13,19,0.2380952380952381
B2,17,epithelium,24,24,0.625,0.625,0.625,0.10401891252955084,15,9,9,0.625
B2,17,endothelium,24,40,0.275,0.4583333333333333,0.34375,0.07092198581560284,11,29,13,0.34374999999999994
B2,17,apoptosis,24,17,0.29411764705882354,0.2,0.24390243902439024,0.03309692671394799,5,12,20,0.2380952380952381
B2,29,tumor,71,58,0.6206896551724138,0.5070422535211268,0.5581395348837209,0.21513002364066197,36,22,35,0.5581395348837208
B2,29,lymphocyte,37,39,0.5384615384615384,0.5675675675675675,0.5526315789473685,0.11229314420803783,21,18,16,0.5526315789473685
B2,29,plasma_cell,24,25,0.36,0.375,0.3673469387755102,0.039952718676122934,9,16,15,0.3673469387755102
B2,29,histiocyte,24,38,0.23684210526315788,0.375,0.2903225806451613,0.05791962174940898,9,29,15,0.2903225806451613
B2,29,melanophage,24,33,0.5151515151515151,0.7083333333333334,0.5964912280701754,0.10756501182033097,17,16,7,0.5964912280701754
B2,29,neutrophil,24,18,0.6111111111111112,0.4583333333333333,0.5238095238095238,0.07328605200945626,11,7,13,0.5238095238095238
B2,29,stroma,24,26,0.2692307692307692,0.2916666666666667,0.28,0.0425531914893617,7,19,17,0.27999999999999997
B2,29,epithelium,24,24,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.08747044917257682,13,11,11,0.5416666666666666
B2,29,endothelium,24,18,0.2777777777777778,0.20833333333333334,0.23809523809523808,0.03309692671394799,5,13,19,0.2380952380952381
B2,29,apoptosis,24,21,0.38095238095238093,0.32,0.35555555555555557,0.04609929078014184,8,13,17,0.34782608695652173
B2,43,tumor,71,64,0.59375,0.5352112676056338,0.562962962962963,0.2245862884160757,38,26,33,0.562962962962963
B2,43,lymphocyte,37,44,0.5454545454545454,0.6486486486486487,0.5925925925925926,0.13711583924349882,24,20,13,0.5925925925925926
B2,43,plasma_cell,24,15,0.4666666666666667,0.2916666666666667,0.358974358974359,0.02931442080378251,7,8,17,0.35897435897435903
B2,43,histiocyte,24,22,0.22727272727272727,0.20833333333333334,0.21739130434782608,0.03309692671394799,5,17,19,0.21739130434782608
B2,43,melanophage,24,28,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.10638297872340426,16,12,8,0.6153846153846153
B2,43,neutrophil,24,22,0.6818181818181818,0.625,0.6521739130434783,0.09976359338061466,15,7,9,0.6521739130434783
B2,43,stroma,24,20,0.35,0.2916666666666667,0.3181818181818182,0.04728132387706856,7,13,17,0.31818181818181823
B2,43,epithelium,24,23,0.6086956521739131,0.5833333333333334,0.5957446808510638,0.09456264775413711,14,9,10,0.5957446808510638
B2,43,endothelium,24,33,0.2727272727272727,0.375,0.3157894736842105,0.0591016548463357,9,24,15,0.3157894736842105
B2,43,apoptosis,24,29,0.3103448275862069,0.36,0.33962264150943394,0.05319148936170213,9,20,16,0.3333333333333333
B_duplicate,17,tumor,71,65,0.6153846153846154,0.5633802816901409,0.5882352941176471,0.2328605200945627,40,25,31,0.5882352941176471
B_duplicate,17,lymphocyte,37,40,0.525,0.5675675675675675,0.5454545454545454,0.12293144208037826,21,19,16,0.5454545454545455
B_duplicate,17,plasma_cell,24,17,0.35294117647058826,0.25,0.2926829268292683,0.026950354609929075,6,11,18,0.2926829268292683
B_duplicate,17,histiocyte,24,24,0.25,0.25,0.25,0.04018912529550828,6,18,18,0.25
B_duplicate,17,melanophage,24,33,0.48484848484848486,0.6666666666666666,0.5614035087719298,0.10165484633569741,16,17,8,0.5614035087719298
B_duplicate,17,neutrophil,24,20,0.75,0.625,0.6818181818181818,0.1016548463356974,15,5,9,0.6818181818181818
B_duplicate,17,stroma,24,18,0.2777777777777778,0.20833333333333334,0.23809523809523808,0.030732860520094562,5,13,19,0.2380952380952381
B_duplicate,17,epithelium,24,24,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.09692671394799056,14,10,10,0.5833333333333334
B_duplicate,17,endothelium,24,41,0.2682926829268293,0.4583333333333333,0.3384615384615385,0.06855791962174941,11,30,13,0.3384615384615385
B_duplicate,17,apoptosis,24,18,0.2777777777777778,0.2,0.23809523809523808,0.03309692671394799,5,13,20,0.23255813953488372
B_duplicate,29,tumor,71,57,0.6140350877192983,0.49295774647887325,0.546875,0.2080378250591017,35,22,36,0.5468750000000001
B_duplicate,29,lymphocyte,37,39,0.5384615384615384,0.5675675675675675,0.5526315789473685,0.11229314420803783,21,18,16,0.5526315789473685
B_duplicate,29,plasma_cell,24,26,0.34615384615384615,0.375,0.36,0.039952718676122934,9,17,15,0.35999999999999993
B_duplicate,29,histiocyte,24,37,0.24324324324324326,0.375,0.29508196721311475,0.05791962174940898,9,28,15,0.2950819672131148
B_duplicate,29,melanophage,24,33,0.5151515151515151,0.7083333333333334,0.5964912280701754,0.10756501182033097,17,16,7,0.5964912280701754
B_duplicate,29,neutrophil,24,18,0.6111111111111112,0.4583333333333333,0.5238095238095238,0.07328605200945626,11,7,13,0.5238095238095238
B_duplicate,29,stroma,24,26,0.23076923076923078,0.25,0.24,0.03546099290780142,6,20,18,0.24000000000000002
B_duplicate,29,epithelium,24,23,0.5652173913043478,0.5416666666666666,0.5531914893617021,0.08747044917257682,13,10,11,0.5531914893617021
B_duplicate,29,endothelium,24,18,0.2777777777777778,0.20833333333333334,0.23809523809523808,0.03309692671394799,5,13,19,0.2380952380952381
B_duplicate,29,apoptosis,24,23,0.391304347826087,0.36,0.3829787234042553,0.05319148936170213,9,14,16,0.37499999999999994
B_duplicate,43,tumor,71,67,0.5671641791044776,0.5352112676056338,0.5507246376811594,0.2198581560283688,38,29,33,0.5507246376811593
B_duplicate,43,lymphocyte,37,44,0.5454545454545454,0.6486486486486487,0.5925925925925926,0.13711583924349882,24,20,13,0.5925925925925926
B_duplicate,43,plasma_cell,24,15,0.4666666666666667,0.2916666666666667,0.358974358974359,0.02931442080378251,7,8,17,0.35897435897435903
B_duplicate,43,histiocyte,24,20,0.25,0.20833333333333334,0.22727272727272727,0.03546099290780142,5,15,19,0.22727272727272727
B_duplicate,43,melanophage,24,28,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.10638297872340426,16,12,8,0.6153846153846153
B_duplicate,43,neutrophil,24,21,0.6666666666666666,0.5833333333333334,0.6222222222222222,0.09267139479905437,14,7,10,0.6222222222222222
B_duplicate,43,stroma,24,20,0.3,0.25,0.2727272727272727,0.04018912529550827,6,14,18,0.2727272727272727
B_duplicate,43,epithelium,24,24,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.08747044917257682,13,11,11,0.5416666666666666
B_duplicate,43,endothelium,24,33,0.30303030303030304,0.4166666666666667,0.3508771929824561,0.06619385342789598,10,23,14,0.3508771929824562
B_duplicate,43,apoptosis,24,28,0.32142857142857145,0.36,0.34615384615384615,0.05319148936170213,9,19,16,0.33962264150943394
D1,17,tumor,71,91,0.4945054945054945,0.6338028169014085,0.5555555555555556,0.24704491725768324,45,46,26,0.5555555555555556
D1,17,lymphocyte,37,38,0.5526315789473685,0.5675675675675675,0.56,0.12293144208037826,21,17,16,0.5599999999999999
D1,17,plasma_cell,24,18,0.3888888888888889,0.2916666666666667,0.3333333333333333,0.03167848699763594,7,11,17,0.3333333333333333
D1,17,histiocyte,24,25,0.24,0.25,0.24489795918367346,0.03664302600472814,6,19,18,0.24489795918367346
D1,17,melanophage,24,26,0.5,0.5416666666666666,0.52,0.07801418439716312,13,13,11,0.52
D1,17,neutrophil,24,14,0.7142857142857143,0.4166666666666667,0.5263157894736842,0.07092198581560284,10,4,14,0.5263157894736842
D1,17,stroma,24,12,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.026004728132387706,4,8,20,0.2222222222222222
D1,17,epithelium,24,23,0.5652173913043478,0.5416666666666666,0.5531914893617021,0.0851063829787234,13,10,11,0.5531914893617021
D1,17,endothelium,24,36,0.2777777777777778,0.4166666666666667,0.3333333333333333,0.06382978723404255,10,26,14,0.33333333333333337
D1,17,apoptosis,24,17,0.35294117647058826,0.24,0.2926829268292683,0.03404255319148936,6,11,19,0.28571428571428564
D1,29,tumor,71,92,0.5108695652173914,0.6619718309859155,0.5766871165644172,0.266903073286052,47,45,24,0.5766871165644172
D1,29,lymphocyte,37,53,0.49056603773584906,0.7027027027027027,0.5777777777777777,0.14113475177304965,26,27,11,0.5777777777777777
D1,29,plasma_cell,24,12,0.5,0.25,0.3333333333333333,0.029550827423167843,6,6,18,0.3333333333333333
D1,29,histiocyte,24,10,0.6,0.25,0.35294117647058826,0.0425531914893617,6,4,18,0.35294117647058826
D1,29,melanophage,24,27,0.6296296296296297,0.7083333333333334,0.6666666666666666,0.11347517730496454,17,10,7,0.6666666666666667
D1,29,neutrophil,24,20,0.6,0.5,0.5454545454545454,0.08037825059101655,12,8,12,0.5454545454545454
D1,29,stroma,24,21,0.38095238095238093,0.3333333333333333,0.35555555555555557,0.054373522458628844,8,13,16,0.35555555555555557
D1,29,epithelium,24,23,0.5652173913043478,0.5416666666666666,0.5531914893617021,0.08747044917257682,13,10,11,0.5531914893617021
D1,29,endothelium,24,27,0.37037037037037035,0.4166666666666667,0.39215686274509803,0.06619385342789598,10,17,14,0.39215686274509803
D1,29,apoptosis,24,15,0.4,0.24,0.3076923076923077,0.03546099290780142,6,9,19,0.3
D1,43,tumor,71,116,0.4482758620689655,0.7323943661971831,0.5561497326203209,0.28274231678487005,52,64,19,0.5561497326203209
D1,43,lymphocyte,37,43,0.4883720930232558,0.5675675675675675,0.525,0.11938534278959813,21,22,16,0.525
D1,43,plasma_cell,24,12,0.5,0.25,0.3333333333333333,0.023404255319148935,6,6,18,0.3333333333333333
D1,43,histiocyte,24,16,0.3125,0.20833333333333334,0.25,0.03546099290780142,5,11,19,0.25
D1,43,melanophage,24,19,0.5263157894736842,0.4166666666666667,0.46511627906976744,0.06855791962174941,10,9,14,0.46511627906976744
D1,43,neutrophil,24,19,0.631578947368421,0.5,0.5581395348837209,0.07919621749408982,12,7,12,0.5581395348837209
D1,43,stroma,24,11,0.36363636363636365,0.16666666666666666,0.22857142857142856,0.02364066193853428,4,7,20,0.2285714285714286
D1,43,epithelium,24,22,0.5909090909090909,0.5416666666666666,0.5652173913043478,0.0851063829787234,13,9,11,0.5652173913043478
D1,43,endothelium,24,25,0.32,0.3333333333333333,0.32653061224489793,0.05437352245862884,8,17,16,0.32653061224489793
D1,43,apoptosis,24,17,0.29411764705882354,0.2,0.24390243902439024,0.03546099290780142,5,12,20,0.2380952380952381
