id,epoch,objective,train_CE,val_CE,train_semantic_F1,val_semantic_F1,ROI_F1,pooled_F1,accuracy,balanced_accuracy,gap,min_class_exposure,min_positive_target_head_gradient,LR
p3_A0_real_s29_cv1,7,0.7317595066824508,0.7877573370933533,1.7647674083709717,0.766536712490515,0.34764730750920003,0.07875,0.3476473075092001,0.4036697247706422,0.38970779220779217,0.418889404981315,13,5.659963448842366,0.001
p3_A0_real_s29_cv1,8,0.6718490526314181,0.7405557632446289,1.8150842189788818,0.7833596974296343,0.34300261523373654,0.07930555555555556,0.34300261523373654,0.3853211009174312,0.38177128427128426,0.44035708219589775,12,8.528346176805167,0.001
p3_A0_real_s29_cv1,9,0.683337820762115,0.6699316501617432,1.8540623188018799,0.8372568597110359,0.3347757079415226,0.07548611111111111,0.3347757079415226,0.3669724770642202,0.3652200577200577,0.5024811517695134,14,5.882507082961855,0.001
p3_A0_real_s29_cv1,10,0.5371040321145383,0.5624701976776123,1.8586537837982178,0.8781384652110459,0.3559501523630598,0.0753472222222222,0.3559501523630598,0.3761467889908257,0.3713708513708514,0.5221883128479861,9,4.941693754757152,0.001
p3_A0_real_s29_cv2,1,2.2147809118773805,2.073256254196167,2.1549806594848633,0.3257694511162805,0.20302367883013045,0.040851063829787225,0.20150852731497895,0.24242424242424243,0.2838095238095238,0.12274577228615002,12,32.64229669570923,0.001
p3_A0_real_s29_cv2,2,1.8510719567389038,1.5949398279190063,1.814068078994751,0.4888063957458334,0.36116656583988704,0.07148936170212765,0.36116656583988704,0.42424242424242425,0.4223015873015874,0.12763982990594636,15,25.120883623758953,0.001
p3_A0_real_s29_cv2,3,1.5498719915228696,1.2801576852798462,1.5969427824020386,0.5733199741435036,0.4493620268620268,0.08205673758865246,0.4474572649572649,0.5050505050505051,0.45876984126984127,0.12395794728147674,12,20.195616801579792,0.001
p3_A0_real_s29_cv2,4,1.2676505585808067,1.1622428894042969,1.6525616645812988,0.7214032255031813,0.4359852804898211,0.07723404255319148,0.434514692254527,0.45454545454545453,0.47849206349206347,0.28541794501336015,17,19.867013999394008,0.001
p3_A0_real_s29_cv2,5,1.062141776677981,1.1015455722808838,1.7020530700683594,0.7085551275878672,0.4366711621711622,0.07624113475177305,0.43571878121878127,0.45454545454545453,0.48388888888888887,0.271883965416705,13,15.713455314221589,0.001
p3_A0_real_s29_cv2,6,0.9057525983497278,0.8890158534049988,1.5940767526626587,0.7512218890912926,0.44188594466533787,0.08156028368794326,0.4409335637129569,0.46464646464646464,0.4628968253968254,0.30933594442595475,15,10.396193826198578,0.001
p3_A0_real_s29_cv2,7,0.7193303259450998,0.8103371262550354,1.6123290061950684,0.7934382622859554,0.4534162088341655,0.07872340425531914,0.4521175075354642,0.45454545454545453,0.48345238095238097,0.3400220534517899,8,9.02496404647827,0.001
p3_A0_real_s29_cv2,8,0.7071320132829657,0.6947585344314575,1.5714247226715088,0.8393972893972894,0.44456030338770275,0.08085106382978724,0.442742121569521,0.48484848484848486,0.4826190476190476,0.39483698600958667,15,10.384910782178244,0.001
p3_A0_real_s29_cv2,9,0.658918426404545,0.5731171369552612,1.5304170846939087,0.8842065792765998,0.4797730501257937,0.08404255319148936,0.4775508279035715,0.5050505050505051,0.49996031746031744,0.40443352915080616,10,5.549801445007324,0.001
p3_A0_real_s29_cv2,10,0.5420869093629258,0.5300371646881104,1.564357876777649,0.8909871845830366,0.4851103136629454,0.0851063829787234,0.48382826238089394,0.5050505050505051,0.48734126984126985,0.4058768709200912,13,4.42604116389626,0.001
p3_A0_real_s43_cv0,1,2.3338041488940897,2.0110859870910645,2.2682039737701416,0.2852128725904988,0.11821289821289822,0.027318840579710145,0.11821289821289822,0.18478260869565216,0.18274225774225775,0.1669999743776006,14,32.284552841186525,0.001
