prompt,run_id,seed,fold,epoch,split,diagnostics,parameter_norm,gradients,correction_norm,extra_recorded_fields
1,LORA_EXCLUDED_frozen,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,recorded_scope,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,"{""epoch"":1,""objective"":3.3752389589945477,""positive_adapter_gradient"":[],""trainable_parameters"":15370}"
1,LORA_EXCLUDED_frozen,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,recorded_scope,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,"{""epoch"":2,""objective"":1.5740461349487305,""positive_adapter_gradient"":[],""trainable_parameters"":15370}"
1,LORA_EXCLUDED_frozen,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,3,recorded_scope,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,"{""epoch"":3,""objective"":0.7673476378122965,""positive_adapter_gradient"":[],""trainable_parameters"":15370}"
1,LORA_EXCLUDED_frozen,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,4,recorded_scope,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,"{""epoch"":4,""objective"":0.37991957664489745,""positive_adapter_gradient"":[],""trainable_parameters"":15370}"
1,LORA_EXCLUDED_frozen,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,5,recorded_scope,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,"{""epoch"":5,""objective"":0.14690646827220916,""positive_adapter_gradient"":[],""trainable_parameters"":15370}"
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,recorded_scope,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,"{""epoch"":1,""objective"":2.9509483019510907,""positive_adapter_gradient"":[0.38146471977233887,0.410310298204422,0.3065744638442993,0.38411107659339905,0.40881022810935974,0.38645613193511963,0.2172841578722,0.4149593114852905,0.3453435003757477,0.4243161082267761],""trainable_parameters"":211978}"
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,recorded_scope,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,"{""epoch"":2,""objective"":1.3985851287841797,""positive_adapter_gradient"":[0.14876185357570648,0.15910354256629944,0.33182045817375183,0.2842159569263458,0.409254789352417,0.15454676747322083,0.228530615568161,0.43146440386772156,0.22671233117580414,0.30331334471702576],""trainable_parameters"":211978}"
