prompt,run_id,seed,fold,epoch,split,class_name,support,predicted,precision,recall,f1,TP,FP,FN,dominant_confusion,class_diagnostics
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,train,endothelium,3,4,0.75,1.0,0.8571428571428571,3,1,0,[],NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,train,apoptosis,3,1,1.0,0.3333333333333333,0.5,1,0,2,"[[""plasma_cell"",2]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,val,tumor,2,0,0.0,0.0,0.0,0,0,2,"[[""stroma"",1],[""epithelium"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,val,lymphocyte,2,0,0.0,0.0,0.0,0,0,2,"[[""stroma"",2]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,val,plasma_cell,2,2,0.0,0.0,0.0,0,2,2,"[[""stroma"",2]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,val,histiocyte,2,2,0.0,0.0,0.0,0,2,2,"[[""stroma"",2]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,val,melanophage,2,0,0.0,0.0,0.0,0,0,2,"[[""endothelium"",2]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,val,neutrophil,2,0,0.0,0.0,0.0,0,0,2,"[[""plasma_cell"",1],[""stroma"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,val,stroma,2,13,0.0,0.0,0.0,0,13,2,"[[""plasma_cell"",1],[""histiocyte"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,val,epithelium,2,1,0.0,0.0,0.0,0,1,2,"[[""stroma"",2]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,val,endothelium,2,2,0.0,0.0,0.0,0,2,2,"[[""histiocyte"",1],[""stroma"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,1,val,apoptosis,2,0,0.0,0.0,0.0,0,0,2,"[[""stroma"",2]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,train,tumor,3,6,0.5,1.0,0.6666666666666666,3,3,0,[],NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,train,lymphocyte,3,3,1.0,1.0,1.0,3,0,0,[],NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,train,plasma_cell,3,3,1.0,1.0,1.0,3,0,0,[],NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,train,histiocyte,3,3,1.0,1.0,1.0,3,0,0,[],NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,train,melanophage,3,2,1.0,0.6666666666666666,0.8,2,0,1,"[[""tumor"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,train,neutrophil,3,2,1.0,0.6666666666666666,0.8,2,0,1,"[[""tumor"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,train,stroma,3,3,1.0,1.0,1.0,3,0,0,[],NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,train,epithelium,3,2,1.0,0.6666666666666666,0.8,2,0,1,"[[""tumor"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,train,endothelium,3,3,1.0,1.0,1.0,3,0,0,[],NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,train,apoptosis,3,3,1.0,1.0,1.0,3,0,0,[],NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,val,tumor,2,5,0.0,0.0,0.0,0,5,2,"[[""neutrophil"",1],[""apoptosis"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,val,lymphocyte,2,1,0.0,0.0,0.0,0,1,2,"[[""tumor"",1],[""neutrophil"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,val,plasma_cell,2,1,0.0,0.0,0.0,0,1,2,"[[""endothelium"",2]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,val,histiocyte,2,2,0.0,0.0,0.0,0,2,2,"[[""tumor"",1],[""epithelium"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,val,melanophage,2,0,0.0,0.0,0.0,0,0,2,"[[""tumor"",2]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,val,neutrophil,2,6,0.3333333333333333,1.0,0.5,2,4,0,[],NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,val,stroma,2,0,0.0,0.0,0.0,0,0,2,"[[""plasma_cell"",1],[""histiocyte"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,val,epithelium,2,1,0.0,0.0,0.0,0,1,2,"[[""neutrophil"",1],[""apoptosis"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,val,endothelium,2,2,0.0,0.0,0.0,0,2,2,"[[""lymphocyte"",1],[""histiocyte"",1]]",NOT RECORDED IN ORIGINAL RUN
1,LORA_EXCLUDED_lora.partial,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,2,val,apoptosis,2,2,0.0,0.0,0.0,0,2,2,"[[""tumor"",1],[""neutrophil"",1]]",NOT RECORDED IN ORIGINAL RUN
