epoch,learning_rate,train_total,train_heatmap,train_offset,train_quality,train_uncertainty,train_coarse_type,early_stopping_triggered,best_validation_epoch,best_validation_binary_f1,validation_binary_precision,validation_binary_recall,validation_binary_f1,validation_true_positive,validation_false_positive,validation_false_negative,validation_mean_localization_error,validation_improved,fold
30,0.00016335686301253492,0.8218108277495314,0.9910034384669327,0.7735451183667997,0.2579330589349677,-1.9910423552117698,1.2819856274418715,False,30.0,0.7952424981087669,0.6709929078014184,0.9759645141324531,0.7952424981087669,18922.0,9278.0,466.0,2.540026040677477,True,3
35,0.0001224782366477467,0.7970742161681013,0.9652007353015062,0.7561385028245973,0.25662637429266444,-1.9991790506897904,1.2079080910217472,False,35.0,0.8043689525499641,0.6812066127531669,0.9818960181555602,0.8043689525499641,19037.0,8909.0,351.0,2.370086886335861,True,3
40,8.375289206563755e-05,0.7805050313472748,0.9470925730902974,0.7449324189162836,0.25533913675604797,-2.005441988386759,1.1631589073960373,False,40.0,0.8055655106988511,0.6812136770421079,0.9854549205694244,0.8055655106988511,19106.0,8941.0,282.0,2.2539242097848025,True,3
45,5.010444159644019e-05,0.7588352270242644,0.921687678592961,0.7292628688056294,0.25324466933564443,-2.014529915844522,1.1202788323890873,False,45.0,0.8079090084196755,0.6836541552087425,0.9873633175159893,0.8079090084196755,19143.0,8858.0,245.0,2.1897238917854684,True,3
50,2.407321188531556e-05,0.7488675619043955,0.9131274826642943,0.7237600756854545,0.2520001785057347,-2.019158106024672,1.0741320368720264,False,50.0,0.8101025044911762,0.68625344648548,0.9884980400247576,0.8101025044911762,19165.0,8762.0,223.0,2.1588380434915537,True,3
55,7.624459148207587e-06,0.7412159784537989,0.9042128026485443,0.7181414329424137,0.2514478049990607,-2.022147340018575,1.0586336589441068,False,55.0,0.8117609730301428,0.68806253810019,0.989684340829379,0.8117609730301428,19188.0,8699.0,200.0,2.1382903432458398,True,3
60,2e-06,0.7372917358468218,0.8997874550703095,0.7152405323051825,0.2510459757432705,-2.0238923299603346,1.0499082600198142,False,60.0,0.8130704559412126,0.6897208349800596,0.990148545492057,0.8130704559412126,19197.0,8636.0,191.0,2.1349524948915763,True,3
5,0.0002991062726990371,1.2772934698477023,1.5589951000562527,1.2012925482377774,0.3024574292869103,-1.7420339497124278,1.627088452257761,False,5.0,0.32230526757570077,0.19345467798645055,0.9651318252312958,0.32230526757570077,18047.0,75241.0,652.0,3.492396521820628,True,4
10,0.0002890806579231954,1.0703631261499917,1.2984516126353567,1.0018012327391927,0.28411051485596633,-1.8538119284118093,1.5013977521803321,False,10.0,0.5405054705240496,0.3731346322197113,0.9801593668110594,0.5405054705240496,18328.0,30791.0,371.0,3.4183761616660644,True,4
15,0.00026863049254806994,0.9316300604401565,1.120928970051975,0.8724639488429557,0.27174979593695664,-1.9205608585985696,1.4209294638982632,False,15.0,0.6930083043128851,0.5395524833894467,0.9684475105620621,0.6930083043128851,18109.0,15454.0,590.0,3.3640179085082433,True,4
20,0.000239299684220996,0.8829140241553144,1.062972680824559,0.8321253446544089,0.2665631396741402,-1.9518856740579373,1.3495045827656258,False,20.0,0.7519075240649494,0.6150680272108844,0.9670570618749665,0.7519075240649494,18083.0,11317.0,616.0,3.1234873825619194,True,4
25,0.00020330259446169898,0.8336870386833097,1.0061206774013798,0.7891568294385585,0.26183726275112573,-1.9734290591100367,1.2694131499383507,False,25.0,0.7833118279569893,0.6550843494838315,0.9739558265147868,0.7833118279569893,18212.0,9589.0,487.0,2.8369312550297368,True,4
30,0.00016335686301253492,0.8013010352123074,0.969923009232777,0.7621474222439092,0.2573309495318227,-1.995075836414244,1.2077695196721612,False,30.0,0.7953584209955536,0.6690140845070423,0.9805337183806621,0.7953584209955536,18335.0,9071.0,364.0,2.6135555836365727,True,4
35,0.0001224782366477467,0.7793896554446802,0.9439228998451699,0.7455072032242287,0.2541607391180062,-2.0093146562576294,1.171358551920914,False,35.0,0.7966485996242632,0.6680912712785223,0.986469864698647,0.7966485996242632,18446.0,9164.0,253.0,2.4593125804184344,True,4
40,8.375289206563755e-05,0.7575138865447626,0.9227992208992563,0.7308054820793431,0.25256323251055507,-2.016707356383161,1.0925252481204708,False,40.0,0.7996114409066379,0.6704191703467748,0.9904807743729611,0.7996114409066379,18521.0,9105.0,178.0,2.3795116847408853,True,4
45,5.010444159644019e-05,0.7398215786712926,0.9025460445299381,0.71792144600938,0.25091398507356644,-2.023806186710916,1.0542985913230152,False,40.0,0.7996114409066379,0.6688667676549087,0.9917642654687416,0.7989229940764674,18545.0,9181.0,154.0,2.3133650470403495,False,4
50,2.407321188531556e-05,0.7291919341901454,0.8911880894405085,0.7117461627576409,0.2496241511004727,-2.0287779918531093,1.021344468360994,False,50.0,0.8012785900952463,0.672052749800739,0.9920316594470292,0.8012785900952463,18550.0,9052.0,149.0,2.2762655236586085,True,4
55,7.624459148207587e-06,0.7221966305883919,0.8836960792541504,0.7084276959663485,0.24954632960441636,-2.0290100298276763,0.9959168790317163,False,55.0,0.8021184608733247,0.6731613511846449,0.9921920958340018,0.8021184608733247,18553.0,9008.0,146.0,2.2516768465837314,True,4
60,2e-06,0.7206885589332115,0.8820608040181602,0.7070207748471237,0.24844883545869734,-2.033840422223254,0.9950102378682393,False,60.0,0.8032300664631639,0.6747781172704787,0.9920851382426867,0.8032300664631639,18551.0,8941.0,148.0,2.2472933107653397,True,4
