fold,best_epoch,learning_rate,train_total,train_heatmap,train_offset,train_quality,train_uncertainty,train_coarse_type,validation_binary_precision,validation_binary_recall,validation_binary_f1,validation_true_positive,validation_false_positive,validation_false_negative,validation_mean_localization_error
0,35,0.0001224782366477467,0.8027976278851672,0.980085073447809,0.7617622991887535,0.25623972405020784,-1.9958154021239862,1.1590922336752822,0.7242981966908347,0.9870787940207753,0.8355136178425906,19480.0,7415.0,255.0,2.3420006973297935
1,60,2e-06,0.7430950519515247,0.9152194188862313,0.7222485331500449,0.2515102126976339,-2.021806801237711,0.9934693807508888,0.7114520823601279,0.9926301012734383,0.828843537414966,19799.0,8030.0,147.0,2.073425419361063
2,60,2e-06,0.7490037287153849,0.9197782895913938,0.7264337895846948,0.2513312799174611,-2.0187972362448527,1.0223332345485687,0.6748251748251748,0.9940336562978073,0.8039013526888815,19493.0,9393.0,117.0,2.1221080457718395
3,60,2e-06,0.7372917358468218,0.8997874550703095,0.7152405323051825,0.2510459757432705,-2.0238923299603346,1.0499082600198142,0.6897208349800596,0.990148545492057,0.8130704559412126,19197.0,8636.0,191.0,2.1349524948915763
4,60,2e-06,0.7206885589332115,0.8820608040181602,0.7070207748471237,0.24844883545869734,-2.033840422223254,0.9950102378682393,0.6747781172704787,0.9920851382426867,0.8032300664631639,18551.0,8941.0,148.0,2.2472933107653397
