prompt,run_id,seed,fold,epoch,split,objective,loss,macro_precision,macro_recall,macro_f1,balanced_accuracy_fixed10,accuracy,nll,ece15,roi_macro_precision,roi_macro_recall,roi_macro_f1,pooled_macro_f1,lr,gradients,unique_examples,unique_groups,repeat_fraction,checkpoint_status,early_stopping_counter,source_sha256
1,CNN_ce,17,NOT RECORDED IN ORIGINAL RUN,1,train,1.1909809702305707,1.039446473121643,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.14374402973732947,0.14927788899174704,0.66920245398773,1.039446473121643,0.05586713202343397,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,509acd0db50d09b24812a3ad767cd40c418b46dc281a656ff1b9ecb1039a94b0
1,CNN_ce,17,NOT RECORDED IN ORIGINAL RUN,1,val,1.1909809702305707,0.9857667088508606,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.13202038848632744,0.1361561858173304,0.7107142857142857,0.9857667088508606,0.027163866765442347,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,509acd0db50d09b24812a3ad767cd40c418b46dc281a656ff1b9ecb1039a94b0
1,CNN_ce,17,NOT RECORDED IN ORIGINAL RUN,2,train,1.0038960748216126,0.9829725027084351,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.18385123980219673,0.18880262787956578,0.6979754601226994,0.9829725027084351,0.03847630822402569,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,509acd0db50d09b24812a3ad767cd40c418b46dc281a656ff1b9ecb1039a94b0
1,CNN_ce,17,NOT RECORDED IN ORIGINAL RUN,2,val,1.0038960748216126,0.9876318573951721,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.1600506074036732,0.16977990498321824,0.7028571428571428,0.9876318573951721,0.06876122971375782,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,509acd0db50d09b24812a3ad767cd40c418b46dc281a656ff1b9ecb1039a94b0
1,CNN_ce,17,NOT RECORDED IN ORIGINAL RUN,3,train,0.949808797777796,0.9241843223571777,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.20167644081994052,0.200014900576446,0.7083435582822086,0.9241843223571777,0.012581998351161462,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,509acd0db50d09b24812a3ad767cd40c418b46dc281a656ff1b9ecb1039a94b0
1,CNN_ce,17,NOT RECORDED IN ORIGINAL RUN,3,val,0.949808797777796,0.9428170323371887,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.16923179863687174,0.17642452488085017,0.710952380952381,0.9428170323371887,0.022918335497379316,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,509acd0db50d09b24812a3ad767cd40c418b46dc281a656ff1b9ecb1039a94b0
1,CNN_ce,17,NOT RECORDED IN ORIGINAL RUN,4,train,0.9185104182892782,0.8951078057289124,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.21019813679826688,0.2056188789413668,0.708957055214724,0.8951078057289124,0.01806257236588952,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,509acd0db50d09b24812a3ad767cd40c418b46dc281a656ff1b9ecb1039a94b0
1,CNN_ce,17,NOT RECORDED IN ORIGINAL RUN,4,val,0.9185104182892782,0.9031115770339966,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.17542250532047682,0.18252194897526222,0.715952380952381,0.9031115770339966,0.014353029472487313,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,509acd0db50d09b24812a3ad767cd40c418b46dc281a656ff1b9ecb1039a94b0
1,CNN_ce,17,NOT RECORDED IN ORIGINAL RUN,5,train,0.8895127620580007,0.8755176067352295,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.22380795685415525,0.21505312754374611,0.7166871165644172,0.8755176067352295,0.014618550674315604,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,509acd0db50d09b24812a3ad767cd40c418b46dc281a656ff1b9ecb1039a94b0
1,CNN_ce,17,NOT RECORDED IN ORIGINAL RUN,5,val,0.8895127620580007,0.926537811756134,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.17367073923578386,0.18335470581670146,0.7080952380952381,0.926537811756134,0.017154579772835684,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,509acd0db50d09b24812a3ad767cd40c418b46dc281a656ff1b9ecb1039a94b0
