dataset,train_f1_mean,train_f1_sd,dev_f1_mean,dev_f1_sd,roi_f1_mean,roi_f1_sd,train_loss_mean,train_loss_sd,dev_loss_mean,dev_loss_sd,gap_mean,gap_sd,ece15_mean,ece15_sd
300,0.919046658522138,0.002221335483724628,0.3901780818156164,0.017439684287597585,0.12949263038548753,0.00421982381322241,0.4279287854830424,0.032451779999301315,1.789922555287679,0.041342943423200974,0.5288685767065215,0.018012254336845956,0.1481326895510709,0.021011976641930757
600,0.897601784483094,0.013337272177011644,0.3913752402568666,0.02128887268231557,0.13308390022675737,0.0027691902404958484,0.46795743703842163,0.054953342737715315,1.803448994954427,0.1273417546446159,0.5062265442262275,0.03461446408042873,0.1994397051908352,0.008391952017935918
900,0.9061115777574384,0.007423706874386945,0.42779995019021405,0.001565695445359592,0.14977040816326528,0.003643615700667367,0.4343765477339427,0.026271306084721672,1.8551273345947266,0.08420972661941545,0.47831162756722434,0.006887033790005394,0.16383942136058097,0.006807769684930041
