run_id,dataset,seed,train_f1,dev_f1,roi_f1,train_loss,dev_loss,ece15,gap,unique_epoch10,unique_groups_epoch10,repeat_epoch10,parameters,epochs
p6_A_D300_s17,300,17,0.9166174294279117,0.38762414660062294,0.12983843537414966,0.42105695605278015,1.8369014263153076,0.15901549471749202,0.5289932828272887,188,55,0.3733333333333333,27866,10
p6_A_D300_s29,300,29,0.9209743409742066,0.37415618676572177,0.12511054421768708,0.3994632661342621,1.7590861320495605,0.16147097216712106,0.5468181542084849,194,57,0.3533333333333334,27866,10
p6_A_D300_s43,300,43,0.9195482051642955,0.40875391208050454,0.13352891156462585,0.46326613426208496,1.773780107498169,0.12391160176859962,0.510794293083791,186,59,0.38,27866,10
p6_A_D600_s17,600,17,0.910994999598621,0.3693800828552677,0.1321513605442177,0.41525840759277344,1.683343768119812,0.2078904779752096,0.5416149167433533,366,61,0.39,27866,10
p6_A_D600_s29,600,29,0.8843211682090845,0.4118794423457576,0.13619897959183674,0.5249170660972595,1.9369657039642334,0.1911078375577927,0.4724417258633269,360,61,0.4,27866,10
p6_A_D600_s43,600,43,0.8974891856415768,0.3928661955695745,0.1309013605442177,0.46369683742523193,1.7900375127792358,0.19932080003950328,0.5046229900720023,360,61,0.4,27866,10
p6_A_D900_s17,900,17,0.9101952357112337,0.429605982140687,0.148937074829932,0.42015978693962097,1.800847053527832,0.1569499169455634,0.4805892535705467,542,61,0.3977777777777778,27866,10
p6_A_D900_s29,900,29,0.8975425574209954,0.42696826915047864,0.14661564625850337,0.4646925628185272,1.9521353244781494,0.16400594618585373,0.4705742882705168,532,61,0.40888888888888886,27866,10
p6_A_D900_s43,900,43,0.9105969401400861,0.42682559927947655,0.15375850340136055,0.4182772934436798,1.8123996257781982,0.17056240095032585,0.4837713408606095,547,61,0.39222222222222225,27866,10
