arm,seed,run_id,train_f1,dev_f1,roi_f1,gap,dev_nll,ece15,summary,sha256
AUG0,17,p6_B_AUG0_s17,0.9101952357112337,0.429605982140687,0.148937074829932,0.4805892535705467,1.800847053527832,0.15694992767439947,/content/drive/MyDrive/Research/PUMA/PUMA_STAGE2_COLAB/COLAB_RESULTS/EXPERIMENTS/p6_B_AUG0_s17/summary.json,5e64021bdc5de95dfffd72aa4649d83887b3404818e8e63752e1152239e111a5
AUG0,29,p6_B_AUG0_s29,0.8975425574209954,0.42696826915047864,0.14661564625850337,0.4705742882705168,1.9521350860595703,0.16400591240988838,/content/drive/MyDrive/Research/PUMA/PUMA_STAGE2_COLAB/COLAB_RESULTS/EXPERIMENTS/p6_B_AUG0_s29/summary.json,c1aff72ea5f37347386fe80b58a4570e0a79c61d9c879de09f16acf0d0acd6d9
AUG0,43,p6_B_AUG0_s43,0.9105969401400861,0.42682559927947655,0.15375850340136055,0.4837713408606095,1.812400460243225,0.17056288176112705,/content/drive/MyDrive/Research/PUMA/PUMA_STAGE2_COLAB/COLAB_RESULTS/EXPERIMENTS/p6_B_AUG0_s43/summary.json,44ba04e2dd52b92ac5168bfdcf71b5d465a340a9ac80963a4c50f5bca68a3e27
AUG1,17,p6_B_AUG1_s17,0.8623183942537122,0.4221083952324431,0.14988945578231289,0.44020999902126906,1.7663439512252808,0.15687821361753673,/content/drive/MyDrive/Research/PUMA/PUMA_STAGE2_COLAB/COLAB_RESULTS/EXPERIMENTS/p6_B_AUG1_s17/summary.json,4989f7449275484237a96859c53c440fed1b505be7a023e78d02210cee42e727
AUG1,29,p6_B_AUG1_s29,0.83810894659517,0.38076775447058464,0.1316156462585034,0.45734119212458535,1.9304510354995728,0.2113274135854509,/content/drive/MyDrive/Research/PUMA/PUMA_STAGE2_COLAB/COLAB_RESULTS/EXPERIMENTS/p6_B_AUG1_s29/summary.json,169ec97dfedd02d3f3f2c42cb58a3bbe8656441b21b67db530a25c08dcd74137
AUG1,43,p6_B_AUG1_s43,0.84801154464243,0.4309102123498626,0.15238945578231294,0.4171013322925674,1.7462146282196045,0.15127807100613913,/content/drive/MyDrive/Research/PUMA/PUMA_STAGE2_COLAB/COLAB_RESULTS/EXPERIMENTS/p6_B_AUG1_s43/summary.json,7ac511ccb29c654576d2f8ccc4538e889f53b3c8d42ea0d9348eb9b72f674327
AUG2,17,p6_B_AUG2_s17,0.8506375815103574,0.44180086722663636,0.15834183673469387,0.40883671428372104,1.7428690195083618,0.14646330144670275,/content/drive/MyDrive/Research/PUMA/PUMA_STAGE2_COLAB/COLAB_RESULTS/EXPERIMENTS/p6_B_AUG2_s17/summary.json,57a4082a49a5bc3e5210a0f5cc6f32bc458f422ebc1fc47b3176aaa0acdefb93
AUG2,29,p6_B_AUG2_s29,0.8363945901908924,0.404713049536222,0.14322278911564623,0.43168154065467035,1.9151792526245117,0.1668730676836438,/content/drive/MyDrive/Research/PUMA/PUMA_STAGE2_COLAB/COLAB_RESULTS/EXPERIMENTS/p6_B_AUG2_s29/summary.json,db02f2925d7c69843b4daceedd30310ce9bf4ea92a04f2d583afb53e1b0744e2
AUG2,43,p6_B_AUG2_s43,0.8610383373428421,0.4462439908610937,0.15774659863945578,0.4147943464817484,1.7627977132797241,0.1575865513748593,/content/drive/MyDrive/Research/PUMA/PUMA_STAGE2_COLAB/COLAB_RESULTS/EXPERIMENTS/p6_B_AUG2_s43/summary.json,da20027114d3fb43730b5fb58c79e5db61c108f2475b2457b1bd3cc7e371a02c
