prompt,experiment_family,experiment_id,hypothesis,baseline,changed_variable,parameter_count,seeds,folds,epoch_budget,ROI_F1,delta,uncertainty,semantic_F1,per_class_harm,train_val_gap,control_result,decision,reason,validity_limitations,source
3,A4,p3_A4_real_s43_cv0,A4,Prompt2 A1,"{""id"": ""p3_A4_real_s43_cv0"", ""architecture"": ""A4"", ""control"": ""real"", ""seed"": 43, ""fold"": 0, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",15533,43,0,10,0.0763768115942029,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.40510992275698154,"[0.6842105263157895, 0.46153846153846156, 0.2727272727272727, 0.2857142857142857, 0.7142857142857143, 0.4, 0.3333333333333333, 0.3333333333333333, 0.125, 0.5]",0.5123565962672205,real,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A4\RESULTS\RUNS\p3_A4_real_s43_cv0\history.jsonl
3,A4,p3_A4_real_s43_cv1,A4,Prompt2 A1,"{""id"": ""p3_A4_real_s43_cv1"", ""architecture"": ""A4"", ""control"": ""real"", ""seed"": 43, ""fold"": 1, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",15533,43,1,10,0.08034722222222222,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.3711305198680318,"[0.32142857142857145, 0.3333333333333333, 0.3333333333333333, 0.1, 0.6666666666666666, 0.6363636363636364, 0.25, 0.8571428571428571, 0.2222222222222222, 0.3333333333333333]",0.48739016096930765,real,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A4\RESULTS\RUNS\p3_A4_real_s43_cv1\history.jsonl
3,A4,p3_A4_real_s43_cv2,A4,Prompt2 A1,"{""id"": ""p3_A4_real_s43_cv2"", ""architecture"": ""A4"", ""control"": ""real"", ""seed"": 43, ""fold"": 2, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",15533,43,2,10,0.0806382978723404,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.45178737928737933,"[0.5, 0.5555555555555556, 0.2857142857142857, 0.14285714285714285, 0.8, 0.75, 0.3, 0.6, 0.5714285714285714, 0.25]",0.46755881033601887,real,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A4\RESULTS\RUNS\p3_A4_real_s43_cv2\history.jsonl
3,A4,p3_A4_shuffle_s17_cv0,A4,Prompt2 A1,"{""id"": ""p3_A4_shuffle_s17_cv0"", ""architecture"": ""A4"", ""control"": ""shuffle"", ""seed"": 17, ""fold"": 0, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",15533,17,0,10,0.07130434782608695,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.3445921420249528,"[0.6842105263157895, 0.46153846153846156, 0.2727272727272727, 0.0, 0.8571428571428571, 0.2, 0.3333333333333333, 0.4166666666666667, 0.0, 0.5]",0.5578639095313234,shuffle,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A4\RESULTS\RUNS\p3_A4_shuffle_s17_cv0\history.jsonl
3,A4,p3_A4_shuffle_s17_cv1,A4,Prompt2 A1,"{""id"": ""p3_A4_shuffle_s17_cv1"", ""architecture"": ""A4"", ""control"": ""shuffle"", ""seed"": 17, ""fold"": 1, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",15533,17,1,10,0.07291666666666666,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.29317669505328314,"[0.6071428571428571, 0.0, 0.0, 0.1, 0.6666666666666666, 0.45454545454545453, 0.0, 0.8571428571428571, 0.2222222222222222, 0.25]",0.595399402628677,shuffle,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A4\RESULTS\RUNS\p3_A4_shuffle_s17_cv1\history.jsonl
3,A4,p3_A4_shuffle_s17_cv2,A4,Prompt2 A1,"{""id"": ""p3_A4_shuffle_s17_cv2"", ""architecture"": ""A4"", ""control"": ""shuffle"", ""seed"": 17, ""fold"": 2, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",15533,17,2,10,0.0824822695035461,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.4447552910788205,"[0.5416666666666666, 0.6111111111111112, 0.2857142857142857, 0.14285714285714285, 0.6, 0.875, 0.1, 0.6, 0.7142857142857143, 0.25]",0.44986980113861097,shuffle,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A4\RESULTS\RUNS\p3_A4_shuffle_s17_cv2\history.jsonl
3,A4,p3_A4_shuffle_s29_cv0,A4,Prompt2 A1,"{""id"": ""p3_A4_shuffle_s29_cv0"", ""architecture"": ""A4"", ""control"": ""shuffle"", ""seed"": 29, ""fold"": 0, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",15533,29,0,10,0.06188405797101448,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.3169824293353705,"[0.3157894736842105, 0.07692307692307693, 0.36363636363636365, 0.42857142857142855, 1.0, 0.2, 0.16666666666666666, 0.5, 0.125, 0.5]",0.5582579534229206,shuffle,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A4\RESULTS\RUNS\p3_A4_shuffle_s29_cv0\history.jsonl
3,A4,p3_A4_shuffle_s29_cv1,A4,Prompt2 A1,"{""id"": ""p3_A4_shuffle_s29_cv1"", ""architecture"": ""A4"", ""control"": ""shuffle"", ""seed"": 29, ""fold"": 1, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",15533,29,1,10,0.0753472222222222,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.3556541520670595,"[0.39285714285714285, 0.3333333333333333, 0.3333333333333333, 0.2, 0.5833333333333334, 0.5454545454545454, 0.25, 0.7142857142857143, 0.1111111111111111, 0.25]",0.5215506261413339,shuffle,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A4\RESULTS\RUNS\p3_A4_shuffle_s29_cv1\history.jsonl
3,A4,p3_A4_shuffle_s29_cv2,A4,Prompt2 A1,"{""id"": ""p3_A4_shuffle_s29_cv2"", ""architecture"": ""A4"", ""control"": ""shuffle"", ""seed"": 29, ""fold"": 2, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",15533,29,2,10,0.0851063829787234,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.48115497076023395,"[0.625, 0.5555555555555556, 0.2857142857142857, 0.2857142857142857, 0.8, 0.625, 0.4, 0.6, 0.5714285714285714, 0.125]",0.4152217308449154,shuffle,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A4\RESULTS\RUNS\p3_A4_shuffle_s29_cv2\history.jsonl
3,A4,p3_A4_shuffle_s43_cv0,A4,Prompt2 A1,"{""id"": ""p3_A4_shuffle_s43_cv0"", ""architecture"": ""A4"", ""control"": ""shuffle"", ""seed"": 43, ""fold"": 0, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",15533,43,0,10,0.0763768115942029,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.39134104924020885,"[0.6842105263157895, 0.46153846153846156, 0.2727272727272727, 0.2857142857142857, 0.8571428571428571, 0.2, 0.3333333333333333, 0.3333333333333333, 0.125, 0.5]",0.5238245479313517,shuffle,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A4\RESULTS\RUNS\p3_A4_shuffle_s43_cv0\history.jsonl
3,A4,p3_A4_shuffle_s43_cv1,A4,Prompt2 A1,"{""id"": ""p3_A4_shuffle_s43_cv1"", ""architecture"": ""A4"", ""control"": ""shuffle"", ""seed"": 43, ""fold"": 1, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",15533,43,1,10,0.07618055555555556,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.3429406100298549,"[0.2857142857142857, 0.16666666666666666, 0.3333333333333333, 0.1, 0.6666666666666666, 0.6363636363636364, 0.125, 0.8571428571428571, 0.2222222222222222, 0.3333333333333333]",0.5013534547814513,shuffle,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A4\RESULTS\RUNS\p3_A4_shuffle_s43_cv1\history.jsonl
3,A4,p3_A4_shuffle_s43_cv2,A4,Prompt2 A1,"{""id"": ""p3_A4_shuffle_s43_cv2"", ""architecture"": ""A4"", ""control"": ""shuffle"", ""seed"": 43, ""fold"": 2, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",15533,43,2,10,0.07638297872340424,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.43491008991008995,"[0.4583333333333333, 0.5555555555555556, 0.2857142857142857, 0.14285714285714285, 0.8, 0.75, 0.3, 0.6, 0.5714285714285714, 0.125]",0.46651652330535964,shuffle,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A4\RESULTS\RUNS\p3_A4_shuffle_s43_cv2\history.jsonl
3,A5,p3_A5_placebo_s17_cv0,A5,Prompt2 A1,"{""id"": ""p3_A5_placebo_s17_cv0"", ""architecture"": ""A5"", ""control"": ""placebo"", ""seed"": 17, ""fold"": 0, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,17,0,10,0.07456521739130434,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.35359771202699863,"[0.631578947368421, 0.5384615384615384, 0.36363636363636365, 0.0, 0.8571428571428571, 0.2, 0.16666666666666666, 0.5, 0.0, 0.5]",0.5611586520570966,placebo,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_placebo_s17_cv0\history.jsonl
3,A5,p3_A5_placebo_s17_cv1,A5,Prompt2 A1,"{""id"": ""p3_A5_placebo_s17_cv1"", ""architecture"": ""A5"", ""control"": ""placebo"", ""seed"": 17, ""fold"": 1, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,17,1,10,0.07256944444444444,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.3118953551578725,"[0.5, 0.16666666666666666, 0.16666666666666666, 0.1, 0.75, 0.45454545454545453, 0.0, 0.8571428571428571, 0.2222222222222222, 0.16666666666666666]",0.5912930180005893,placebo,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_placebo_s17_cv1\history.jsonl
3,A5,p3_A5_placebo_s17_cv2,A5,Prompt2 A1,"{""id"": ""p3_A5_placebo_s17_cv2"", ""architecture"": ""A5"", ""control"": ""placebo"", ""seed"": 17, ""fold"": 2, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,17,2,10,0.08425531914893616,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.4704072779072779,"[0.5416666666666666, 0.5555555555555556, 0.2857142857142857, 0.0, 0.6, 0.875, 0.4, 0.6, 0.7142857142857143, 0.25]",0.44758025928684186,placebo,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_placebo_s17_cv2\history.jsonl
3,A5,p3_A5_placebo_s29_cv0,A5,Prompt2 A1,"{""id"": ""p3_A5_placebo_s29_cv0"", ""architecture"": ""A5"", ""control"": ""placebo"", ""seed"": 29, ""fold"": 0, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,29,0,10,0.06159420289855072,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.2915455905575707,"[0.3684210526315789, 0.23076923076923078, 0.2727272727272727, 0.14285714285714285, 0.8571428571428571, 0.0, 0.16666666666666666, 0.5, 0.125, 0.75]",0.5995418870681336,placebo,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_placebo_s29_cv0\history.jsonl
3,A5,p3_A5_placebo_s29_cv1,A5,Prompt2 A1,"{""id"": ""p3_A5_placebo_s29_cv1"", ""architecture"": ""A5"", ""control"": ""placebo"", ""seed"": 29, ""fold"": 1, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,29,1,10,0.06666666666666665,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.31704800003672184,"[0.42857142857142855, 0.3333333333333333, 0.3333333333333333, 0.2, 0.4166666666666667, 0.36363636363636365, 0.125, 0.7142857142857143, 0.1111111111111111, 0.25]",0.5731289459813412,placebo,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_placebo_s29_cv1\history.jsonl
3,A5,p3_A5_placebo_s29_cv2,A5,Prompt2 A1,"{""id"": ""p3_A5_placebo_s29_cv2"", ""architecture"": ""A5"", ""control"": ""placebo"", ""seed"": 29, ""fold"": 2, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,29,2,10,0.08723404255319149,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.48717048162736853,"[0.625, 0.5555555555555556, 0.2857142857142857, 0.2857142857142857, 0.8, 0.625, 0.5, 0.6, 0.5714285714285714, 0.125]",0.42272022352086036,placebo,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_placebo_s29_cv2\history.jsonl
3,A5,p3_A5_placebo_s43_cv0,A5,Prompt2 A1,"{""id"": ""p3_A5_placebo_s43_cv0"", ""architecture"": ""A5"", ""control"": ""placebo"", ""seed"": 43, ""fold"": 0, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,43,0,10,0.0618840579710145,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.29250479679051106,"[0.5789473684210527, 0.3076923076923077, 0.36363636363636365, 0.0, 0.8571428571428571, 0.0, 0.3333333333333333, 0.3333333333333333, 0.125, 0.25]",0.6327053081970915,placebo,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_placebo_s43_cv0\history.jsonl
3,A5,p3_A5_placebo_s43_cv1,A5,Prompt2 A1,"{""id"": ""p3_A5_placebo_s43_cv1"", ""architecture"": ""A5"", ""control"": ""placebo"", ""seed"": 43, ""fold"": 1, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,43,1,10,0.07006944444444445,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.3274722161053686,"[0.25, 0.3333333333333333, 0.0, 0.1, 0.5833333333333334, 0.5454545454545454, 0.25, 0.8571428571428571, 0.2222222222222222, 0.4166666666666667]",0.5325631247144655,placebo,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_placebo_s43_cv1\history.jsonl
3,A5,p3_A5_placebo_s43_cv2,A5,Prompt2 A1,"{""id"": ""p3_A5_placebo_s43_cv2"", ""architecture"": ""A5"", ""control"": ""placebo"", ""seed"": 43, ""fold"": 2, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,43,2,10,0.07212765957446808,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.415153222736343,"[0.5833333333333334, 0.4444444444444444, 0.2857142857142857, 0.14285714285714285, 0.6, 0.75, 0.2, 0.6, 0.5714285714285714, 0.125]",0.48693180118775575,placebo,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_placebo_s43_cv2\history.jsonl
3,A5,p3_A5_real_s17_cv0,A5,Prompt2 A1,"{""id"": ""p3_A5_real_s17_cv0"", ""architecture"": ""A5"", ""control"": ""real"", ""seed"": 17, ""fold"": 0, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,17,0,10,0.07999999999999999,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.39724870657797484,"[0.631578947368421, 0.5384615384615384, 0.2727272727272727, 0.2857142857142857, 0.8571428571428571, 0.4, 0.3333333333333333, 0.4166666666666667, 0.125, 0.25]",0.5266249875039892,real,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_real_s17_cv0\history.jsonl
3,A5,p3_A5_real_s17_cv1,A5,Prompt2 A1,"{""id"": ""p3_A5_real_s17_cv1"", ""architecture"": ""A5"", ""control"": ""real"", ""seed"": 17, ""fold"": 1, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,17,1,10,0.08645833333333333,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.385980396415179,"[0.5357142857142857, 0.3333333333333333, 0.16666666666666666, 0.3, 0.6666666666666666, 0.6363636363636364, 0.0, 0.8571428571428571, 0.4444444444444444, 0.16666666666666666]",0.5068963817379225,real,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_real_s17_cv1\history.jsonl
3,A5,p3_A5_real_s17_cv2,A5,Prompt2 A1,"{""id"": ""p3_A5_real_s17_cv2"", ""architecture"": ""A5"", ""control"": ""real"", ""seed"": 17, ""fold"": 2, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,17,2,10,0.09148936170212765,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.4797403576815342,"[0.5416666666666666, 0.6666666666666666, 0.2857142857142857, 0.14285714285714285, 0.6, 0.75, 0.3, 0.6, 0.8571428571428571, 0.25]",0.4387389069659211,real,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_real_s17_cv2\history.jsonl
3,A5,p3_A5_real_s29_cv0,A5,Prompt2 A1,"{""id"": ""p3_A5_real_s29_cv0"", ""architecture"": ""A5"", ""control"": ""real"", ""seed"": 29, ""fold"": 0, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,29,0,10,0.08289855072463767,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.42724762080025236,"[0.47368421052631576, 0.3076923076923077, 0.5454545454545454, 0.7142857142857143, 1.0, 0.2, 0.16666666666666666, 0.5, 0.125, 0.75]",0.4849787002385635,real,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_real_s29_cv0\history.jsonl
3,A5,p3_A5_real_s29_cv1,A5,Prompt2 A1,"{""id"": ""p3_A5_real_s29_cv1"", ""architecture"": ""A5"", ""control"": ""real"", ""seed"": 29, ""fold"": 1, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,29,1,10,0.07048611111111111,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.3296897546897547,"[0.42857142857142855, 0.3333333333333333, 0.16666666666666666, 0.3, 0.5, 0.45454545454545453, 0.25, 0.7142857142857143, 0.0, 0.3333333333333333]",0.5568978925833642,real,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_real_s29_cv1\history.jsonl
3,A5,p3_A5_real_s29_cv2,A5,Prompt2 A1,"{""id"": ""p3_A5_real_s29_cv2"", ""architecture"": ""A5"", ""control"": ""real"", ""seed"": 29, ""fold"": 2, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,29,2,10,0.08794326241134752,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.45315562360372336,"[0.5416666666666666, 0.7777777777777778, 0.2857142857142857, 0.14285714285714285, 0.8, 0.625, 0.3, 0.4, 0.5714285714285714, 0.25]",0.454872359215762,real,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_real_s29_cv2\history.jsonl
3,A5,p3_A5_real_s43_cv0,A5,Prompt2 A1,"{""id"": ""p3_A5_real_s43_cv0"", ""architecture"": ""A5"", ""control"": ""real"", ""seed"": 43, ""fold"": 0, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,43,0,10,0.08144927536231884,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.4241137685843568,"[0.6842105263157895, 0.6153846153846154, 0.2727272727272727, 0.42857142857142855, 0.5714285714285714, 0.2, 0.3333333333333333, 0.3333333333333333, 0.25, 0.5]",0.5034206000661012,real,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_real_s43_cv0\history.jsonl
3,A5,p3_A5_real_s43_cv1,A5,Prompt2 A1,"{""id"": ""p3_A5_real_s43_cv1"", ""architecture"": ""A5"", ""control"": ""real"", ""seed"": 43, ""fold"": 1, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,43,1,10,0.0826388888888889,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.3934948065079511,"[0.39285714285714285, 0.3333333333333333, 0.3333333333333333, 0.1, 0.5833333333333334, 0.6363636363636364, 0.375, 0.8571428571428571, 0.2222222222222222, 0.3333333333333333]",0.47107912832914167,real,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_real_s43_cv1\history.jsonl
3,A5,p3_A5_real_s43_cv2,A5,Prompt2 A1,"{""id"": ""p3_A5_real_s43_cv2"", ""architecture"": ""A5"", ""control"": ""real"", ""seed"": 43, ""fold"": 2, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,43,2,10,0.09361702127659574,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.4804066109329267,"[0.5833333333333334, 0.7777777777777778, 0.2857142857142857, 0.14285714285714285, 0.8, 0.625, 0.2, 0.6, 0.8571428571428571, 0.25]",0.4709242271752946,real,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_real_s43_cv2\history.jsonl
3,A5,p3_A5_shuffle_s17_cv0,A5,Prompt2 A1,"{""id"": ""p3_A5_shuffle_s17_cv0"", ""architecture"": ""A5"", ""control"": ""shuffle"", ""seed"": 17, ""fold"": 0, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,17,0,10,0.07246376811594202,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.3246031746031746,"[0.7368421052631579, 0.38461538461538464, 0.18181818181818182, 0.0, 0.8571428571428571, 0.0, 0.3333333333333333, 0.5, 0.125, 0.5]",0.5985170128628285,shuffle,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_shuffle_s17_cv0\history.jsonl
3,A5,p3_A5_shuffle_s17_cv1,A5,Prompt2 A1,"{""id"": ""p3_A5_shuffle_s17_cv1"", ""architecture"": ""A5"", ""control"": ""shuffle"", ""seed"": 17, ""fold"": 1, ""epochs"": 10, ""lr"": 0.001, ""weight_decay"": 0.01, ""sampler"": ""balanced"", ""tau"": 0}",27866,17,1,10,0.06888888888888889,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,0.2771929900165194,"[0.6071428571428571, 0.0, 0.0, 0.1, 0.6666666666666666, 0.45454545454545453, 0.0, 0.8571428571428571, 0.2222222222222222, 0.08333333333333333]",0.6247074265351511,shuffle,historical; see aggregate family ledger,fixed endpoint; no new rerun,enriched development; ROI grouping only; full-proposal evaluation absent,PROMPT_3\ARCHITECTURES\A5\RESULTS\RUNS\p3_A5_shuffle_s17_cv1\history.jsonl
