representation,class_name,other_class,centroid_cosine,centroid_distance
target_patch,stroma,epithelium,0.7115356192257731,0.47436889287058953
target_patch,stroma,endothelium,0.8247550701398387,0.35583202160501565
target_patch,stroma,apoptosis,0.696896720741395,0.47720798837895123
target_patch,epithelium,tumor,0.9117331578233822,0.2682942504629729
target_patch,epithelium,lymphocyte,0.5873317612464917,0.6060206887424673
target_patch,epithelium,plasma_cell,0.671802023958599,0.5324046409877382
target_patch,epithelium,histiocyte,0.7356273151871582,0.4792749903854145
target_patch,epithelium,melanophage,0.7765430420026447,0.4493906332956775
target_patch,epithelium,neutrophil,0.4957488441158533,0.6814711685696462
target_patch,epithelium,stroma,0.7115356192257731,0.47436889287058953
target_patch,epithelium,epithelium,1.0,0.0
target_patch,epithelium,endothelium,0.7768171294217758,0.42162123027296816
target_patch,epithelium,apoptosis,0.611276673048534,0.5639313276456911
target_patch,endothelium,tumor,0.8047968995981241,0.3847266422734324
target_patch,endothelium,lymphocyte,0.598217912401515,0.5829241795290822
target_patch,endothelium,plasma_cell,0.6765931547043726,0.5146267038988553
target_patch,endothelium,histiocyte,0.8823444688208342,0.3151375002406344
target_patch,endothelium,melanophage,0.7466366670231981,0.46860350167222575
target_patch,endothelium,neutrophil,0.5651682771398867,0.6182604485672052
target_patch,endothelium,stroma,0.8247550701398387,0.35583202160501565
target_patch,endothelium,epithelium,0.7768171294217758,0.42162123027296816
target_patch,endothelium,endothelium,1.0000000000000004,0.0
target_patch,endothelium,apoptosis,0.6259001670332217,0.5357862658088987
target_patch,apoptosis,tumor,0.7217066875831061,0.4671971692271688
target_patch,apoptosis,lymphocyte,0.768674538608961,0.4495545542448043
target_patch,apoptosis,plasma_cell,0.7747168181650331,0.4358395486273339
target_patch,apoptosis,histiocyte,0.717014702025904,0.48968733274581144
target_patch,apoptosis,melanophage,0.7039861464246184,0.5110393199079578
target_patch,apoptosis,neutrophil,0.8119658798818021,0.4154831457460852
target_patch,apoptosis,stroma,0.696896720741395,0.47720798837895123
target_patch,apoptosis,epithelium,0.611276673048534,0.5639313276456911
target_patch,apoptosis,endothelium,0.6259001670332217,0.5357862658088987
target_patch,apoptosis,apoptosis,0.9999999999999999,0.0
gaussian,tumor,tumor,1.0,0.0
gaussian,tumor,lymphocyte,0.7560727744362177,0.49007688123569726
gaussian,tumor,plasma_cell,0.7936173644963085,0.43892759811662607
gaussian,tumor,histiocyte,0.7979719201297171,0.4380996860205289
gaussian,tumor,melanophage,0.8126575135870829,0.4342001235005275
gaussian,tumor,neutrophil,0.6109985586864437,0.615767657457083
gaussian,tumor,stroma,0.7914483243797907,0.42597816588366366
gaussian,tumor,epithelium,0.8871136173186892,0.3232914957946156
gaussian,tumor,endothelium,0.8011535045720288,0.41663966039238315
gaussian,tumor,apoptosis,0.764831527330813,0.46413260558362013
gaussian,lymphocyte,tumor,0.7560727744362177,0.49007688123569726
gaussian,lymphocyte,lymphocyte,1.0000000000000002,0.0
gaussian,lymphocyte,plasma_cell,0.8641761094449908,0.37208165117249115
gaussian,lymphocyte,histiocyte,0.8398415112637653,0.40604078522360787
gaussian,lymphocyte,melanophage,0.7143375057708385,0.5527328326546582
gaussian,lymphocyte,neutrophil,0.6546949044859842,0.6029455824756622
gaussian,lymphocyte,stroma,0.7401659563401077,0.5016831646616209
gaussian,lymphocyte,epithelium,0.6282229942018429,0.6119043049414098
gaussian,lymphocyte,endothelium,0.689228823699345,0.5482904372766311
gaussian,lymphocyte,apoptosis,0.7786754190967844,0.47143471742527604
gaussian,plasma_cell,tumor,0.7936173644963085,0.43892759811662607
gaussian,plasma_cell,lymphocyte,0.8641761094449908,0.37208165117249115
gaussian,plasma_cell,plasma_cell,1.0000000000000002,0.0
gaussian,plasma_cell,histiocyte,0.8173382517687269,0.424009075469687
gaussian,plasma_cell,melanophage,0.7529687931257774,0.504566592250082
gaussian,plasma_cell,neutrophil,0.6841205829078332,0.5651431821192018
gaussian,plasma_cell,stroma,0.7577092188994226,0.47093046962186996
gaussian,plasma_cell,epithelium,0.6731923989606264,0.5605792706567596
gaussian,plasma_cell,endothelium,0.7112247901267467,0.5144709342724337
gaussian,plasma_cell,apoptosis,0.8113260718499509,0.4245419587726188
gaussian,histiocyte,tumor,0.7979719201297171,0.4380996860205289
gaussian,histiocyte,lymphocyte,0.8398415112637653,0.40604078522360787
gaussian,histiocyte,plasma_cell,0.8173382517687269,0.424009075469687
gaussian,histiocyte,histiocyte,0.9999999999999998,0.0
gaussian,histiocyte,melanophage,0.8321512342230286,0.41860219917741576
gaussian,histiocyte,neutrophil,0.6438440475007503,0.6038498085322366
gaussian,histiocyte,stroma,0.8829953447046797,0.332638231610743
gaussian,histiocyte,epithelium,0.7086105608122847,0.5332619793371479
gaussian,histiocyte,endothelium,0.8785280298933671,0.33898178784249133
gaussian,histiocyte,apoptosis,0.7470126871735661,0.4953326052979499
gaussian,melanophage,tumor,0.8126575135870829,0.4342001235005275
gaussian,melanophage,lymphocyte,0.7143375057708385,0.5527328326546582
gaussian,melanophage,plasma_cell,0.7529687931257774,0.504566592250082
gaussian,melanophage,histiocyte,0.8321512342230286,0.41860219917741576
gaussian,melanophage,melanophage,1.0,0.0
gaussian,melanophage,neutrophil,0.61030516291731,0.6443920335190884
gaussian,melanophage,stroma,0.7741918412427988,0.47262987758893166
gaussian,melanophage,epithelium,0.7242831023165099,0.5310344069241327
gaussian,melanophage,endothelium,0.7301028326778757,0.5159012522611102
gaussian,melanophage,apoptosis,0.7243678024669737,0.5295200328612051
gaussian,neutrophil,tumor,0.6109985586864437,0.615767657457083
gaussian,neutrophil,lymphocyte,0.6546949044859842,0.6029455824756622
gaussian,neutrophil,plasma_cell,0.6841205829078332,0.5651431821192018
gaussian,neutrophil,histiocyte,0.6438440475007503,0.6038498085322366
gaussian,neutrophil,melanophage,0.61030516291731,0.6443920335190884
gaussian,neutrophil,neutrophil,0.9999999999999997,0.0
gaussian,neutrophil,stroma,0.6398429708048088,0.5873322976830733
gaussian,neutrophil,epithelium,0.5371147417700886,0.6811189203363816
gaussian,neutrophil,endothelium,0.6392591943968666,0.5885710631136002
gaussian,neutrophil,apoptosis,0.8413873986267972,0.39868997412995333
gaussian,stroma,tumor,0.7914483243797907,0.42597816588366366
gaussian,stroma,lymphocyte,0.7401659563401077,0.5016831646616209
gaussian,stroma,plasma_cell,0.7577092188994226,0.47093046962186996
gaussian,stroma,histiocyte,0.8829953447046797,0.332638231610743
gaussian,stroma,melanophage,0.7741918412427988,0.47262987758893166
gaussian,stroma,neutrophil,0.6398429708048088,0.5873322976830733
gaussian,stroma,stroma,1.0,0.0
gaussian,stroma,epithelium,0.7381576749384134,0.4867120883180309
gaussian,stroma,endothelium,0.8534440280698681,0.3531386879488049
gaussian,stroma,apoptosis,0.7738708178764424,0.45053877823256355
gaussian,epithelium,tumor,0.8871136173186892,0.3232914957946156
gaussian,epithelium,lymphocyte,0.6282229942018429,0.6119043049414098
gaussian,epithelium,plasma_cell,0.6731923989606264,0.5605792706567596
gaussian,epithelium,histiocyte,0.7086105608122847,0.5332619793371479
gaussian,epithelium,melanophage,0.7242831023165099,0.5310344069241327
gaussian,epithelium,neutrophil,0.5371147417700886,0.6811189203363816
gaussian,epithelium,stroma,0.7381576749384134,0.4867120883180309
gaussian,epithelium,epithelium,1.0,0.0
gaussian,epithelium,endothelium,0.7467495209633819,0.47939632386141684
gaussian,epithelium,apoptosis,0.654655864909923,0.5716543811993122
gaussian,endothelium,tumor,0.8011535045720288,0.41663966039238315
gaussian,endothelium,lymphocyte,0.689228823699345,0.5482904372766311
gaussian,endothelium,plasma_cell,0.7112247901267467,0.5144709342724337
gaussian,endothelium,histiocyte,0.8785280298933671,0.33898178784249133
gaussian,endothelium,melanophage,0.7301028326778757,0.5159012522611102
gaussian,endothelium,neutrophil,0.6392591943968666,0.5885710631136002
gaussian,endothelium,stroma,0.8534440280698681,0.3531386879488049
gaussian,endothelium,epithelium,0.7467495209633819,0.47939632386141684
gaussian,endothelium,endothelium,0.9999999999999998,0.0
gaussian,endothelium,apoptosis,0.6827920220221612,0.5339943917247322
gaussian,apoptosis,tumor,0.764831527330813,0.46413260558362013
gaussian,apoptosis,lymphocyte,0.7786754190967844,0.47143471742527604
gaussian,apoptosis,plasma_cell,0.8113260718499509,0.4245419587726188
gaussian,apoptosis,histiocyte,0.7470126871735661,0.4953326052979499
gaussian,apoptosis,melanophage,0.7243678024669737,0.5295200328612051
gaussian,apoptosis,neutrophil,0.8413873986267972,0.39868997412995333
gaussian,apoptosis,stroma,0.7738708178764424,0.45053877823256355
gaussian,apoptosis,epithelium,0.654655864909923,0.5716543811993122
gaussian,apoptosis,endothelium,0.6827920220221612,0.5339943917247322
gaussian,apoptosis,apoptosis,1.0,0.0
neighborhood,tumor,tumor,1.0,0.0
neighborhood,tumor,lymphocyte,0.7261318483601016,0.5000723680820007
neighborhood,tumor,plasma_cell,0.7719960736625595,0.4474388441713273
neighborhood,tumor,histiocyte,0.8028355929356761,0.4178709544535978
neighborhood,tumor,melanophage,0.8199345516209686,0.41133740777178845
neighborhood,tumor,neutrophil,0.5641844008965642,0.64192909184501
neighborhood,tumor,stroma,0.7645857833715071,0.4336438445442478
neighborhood,tumor,epithelium,0.9015891385422046,0.2905581612485275
neighborhood,tumor,endothelium,0.796034179861236,0.40878408944628675
neighborhood,tumor,apoptosis,0.7309677480067504,0.4750466715406793
neighborhood,lymphocyte,tumor,0.7261318483601016,0.5000723680820007
neighborhood,lymphocyte,lymphocyte,0.9999999999999999,0.0
neighborhood,lymphocyte,plasma_cell,0.8375327895230025,0.39383100754980216
neighborhood,lymphocyte,histiocyte,0.7914405721688444,0.4471815866357147
neighborhood,lymphocyte,melanophage,0.6676582053372718,0.575635852668444
neighborhood,lymphocyte,neutrophil,0.6108148123503335,0.6289204311454337
neighborhood,lymphocyte,stroma,0.6821670391818271,0.5317962936209739
neighborhood,lymphocyte,epithelium,0.6063204190243038,0.6064788778876196
neighborhood,lymphocyte,endothelium,0.6357577802887032,0.5740741153907343
neighborhood,lymphocyte,apoptosis,0.7625875343385835,0.46853340427436896
neighborhood,plasma_cell,tumor,0.7719960736625595,0.4474388441713273
neighborhood,plasma_cell,lymphocyte,0.8375327895230025,0.39383100754980216
neighborhood,plasma_cell,plasma_cell,1.0000000000000002,0.0
neighborhood,plasma_cell,histiocyte,0.7828988458246774,0.44865275537055144
neighborhood,plasma_cell,melanophage,0.7312103779092162,0.510396186891666
neighborhood,plasma_cell,neutrophil,0.651427536540606,0.587095857114047
neighborhood,plasma_cell,stroma,0.6926449226130595,0.5120530529358559
neighborhood,plasma_cell,epithelium,0.6614036560490556,0.5526936539316039
neighborhood,plasma_cell,endothelium,0.6727059251653776,0.5338645361102817
neighborhood,plasma_cell,apoptosis,0.7790268832453154,0.4432465525828847
neighborhood,histiocyte,tumor,0.8028355929356761,0.4178709544535978
neighborhood,histiocyte,lymphocyte,0.7914405721688444,0.4471815866357147
neighborhood,histiocyte,plasma_cell,0.7828988458246774,0.44865275537055144
neighborhood,histiocyte,histiocyte,0.9999999999999999,0.0
neighborhood,histiocyte,melanophage,0.8246775364637536,0.41355753342839224
neighborhood,histiocyte,neutrophil,0.5970318608691684,0.6325591423506102
neighborhood,histiocyte,stroma,0.8679609943073189,0.3402200949780018
neighborhood,histiocyte,epithelium,0.7193170881524776,0.5048548531544957
neighborhood,histiocyte,endothelium,0.8789582902148558,0.3277793849898847
neighborhood,histiocyte,apoptosis,0.7201398041255231,0.5003187449911969
neighborhood,melanophage,tumor,0.8199345516209686,0.41133740777178845
neighborhood,melanophage,lymphocyte,0.6676582053372718,0.575635852668444
neighborhood,melanophage,plasma_cell,0.7312103779092162,0.510396186891666
neighborhood,melanophage,histiocyte,0.8246775364637536,0.41355753342839224
neighborhood,melanophage,melanophage,0.9999999999999998,0.0
neighborhood,melanophage,neutrophil,0.5734094346314603,0.6628410203765409
neighborhood,melanophage,stroma,0.7395487987922378,0.48776019113805924
neighborhood,melanophage,epithelium,0.7449841815957254,0.49294546394636346
neighborhood,melanophage,endothelium,0.7280583461492822,0.5019294910301635
neighborhood,melanophage,apoptosis,0.694388180718958,0.5357234126525733
neighborhood,neutrophil,tumor,0.5641844008965642,0.64192909184501
neighborhood,neutrophil,lymphocyte,0.6108148123503335,0.6289204311454337
neighborhood,neutrophil,plasma_cell,0.651427536540606,0.587095857114047
neighborhood,neutrophil,histiocyte,0.5970318608691684,0.6325591423506102
neighborhood,neutrophil,melanophage,0.5734094346314603,0.6628410203765409
neighborhood,neutrophil,neutrophil,1.0,0.0
neighborhood,neutrophil,stroma,0.5710349906747421,0.6292367503461317
neighborhood,neutrophil,epithelium,0.4967859801115594,0.6981597496320392
neighborhood,neutrophil,endothelium,0.5696035406641249,0.6362410383170197
neighborhood,neutrophil,apoptosis,0.8235029611185521,0.4145805754011499
neighborhood,stroma,tumor,0.7645857833715071,0.4336438445442478
neighborhood,stroma,lymphocyte,0.6821670391818271,0.5317962936209739
neighborhood,stroma,plasma_cell,0.6926449226130595,0.5120530529358559
neighborhood,stroma,histiocyte,0.8679609943073189,0.3402200949780018
neighborhood,stroma,melanophage,0.7395487987922378,0.48776019113805924
neighborhood,stroma,neutrophil,0.5710349906747421,0.6292367503461317
neighborhood,stroma,stroma,1.0000000000000002,0.0
