cache,expected_sha256,actual_sha256,pass_check,comparison
C:\Users\Hngk\Documents\Codex\PUMA_STAGE2_RESEARCH_PROMPTS_1_TO_4\PROMPT_4\TARGET_POOLING\REPRESENTATIONS\A1.npy,e98bcac1b28cd073d7349a1614dea4316a2b82cfa547f6f05554cc72965a8c65,e98bcac1b28cd073d7349a1614dea4316a2b82cfa547f6f05554cc72965a8c65,True,NOT RECORDED IN ORIGINAL RUN
C:\Users\Hngk\Documents\Codex\PUMA_STAGE2_RESEARCH_PROMPTS_1_TO_4\PROMPT_4\TARGET_POOLING\REPRESENTATIONS\A2.npy,362fd64604891664b89076c4f8bdacf192a87d06e7ed5eac3bd11f4c65051616,362fd64604891664b89076c4f8bdacf192a87d06e7ed5eac3bd11f4c65051616,True,NOT RECORDED IN ORIGINAL RUN
C:\Users\Hngk\Documents\Codex\PUMA_STAGE2_RESEARCH_PROMPTS_1_TO_4\PROMPT_4\TARGET_POOLING\REPRESENTATIONS\A3.npy,dfc091671997bde70d5056eb5fd316710bc5fc14ecced1684621ff3bb988a11c,dfc091671997bde70d5056eb5fd316710bc5fc14ecced1684621ff3bb988a11c,True,NOT RECORDED IN ORIGINAL RUN
C:\Users\Hngk\Documents\Codex\PUMA_STAGE2_RESEARCH_PROMPTS_1_TO_4\PROMPT_4\TOKEN_AUDIT\CACHE\cls.npy,3987024976797793f965a238699f973a7ac91ff59799470bc405df10b0119eed,3987024976797793f965a238699f973a7ac91ff59799470bc405df10b0119eed,True,array equality to P2 CLS; file headers may differ
