architecture,seed,uid,class,category,classification_delta,dice,iou,area_relative_error,correction_norm,index
A5,17,training_set_metastatic_roi_032:288,plasma_cell,both_wrong,0,0.9194499017681729,0.850909090909091,0.14909090909090908,1.383527159690857,66
A5,17,training_set_metastatic_roi_034:365,tumor,both_correct,0,0.128680479825518,0.06876456876456877,0.9312354312354313,4.6849164962768555,67
A5,17,training_set_metastatic_roi_035:17,tumor,both_correct,0,0.9574780058651027,0.9184247538677919,0.02373887240356083,2.9837684631347656,68
A5,17,training_set_metastatic_roi_035:98,tumor,both_correct,0,0.9032846715328468,0.8236272878535774,0.21414141414141413,1.1606965065002441,69
A5,17,training_set_metastatic_roi_035:273,tumor,both_correct,0,0.0,0.0,1.0,3.8486294746398926,70
A5,17,training_set_metastatic_roi_036:238,tumor,both_correct,0,0.8041462084015275,0.6724452554744526,0.32755474452554745,3.5100595951080322,71
A5,17,training_set_metastatic_roi_037:276,tumor,both_correct,0,0.8909853249475891,0.8034026465028355,0.23943661971830985,3.8874597549438477,72
A5,17,training_set_metastatic_roi_037:432,neutrophil,both_correct,0,0.9026548672566371,0.8225806451612904,0.19722222222222222,1.7578182220458984,73
A5,17,training_set_metastatic_roi_039:255,apoptosis,A1_correct_candidate_wrong,-1,0.9741060419235512,0.9495192307692307,0.05048076923076923,3.6056578159332275,74
A5,17,training_set_metastatic_roi_040:47,tumor,both_correct,0,0.9208117787504975,0.8532448377581121,0.17199654278305965,1.4842329025268555,75
A5,17,training_set_metastatic_roi_046:335,neutrophil,both_correct,0,0.9193776520509194,0.8507853403141361,0.14435695538057744,0.9790037274360657,89
A5,17,training_set_metastatic_roi_046:426,apoptosis,A1_correct_candidate_wrong,-1,0.6924493554327809,0.5295774647887324,0.4704225352112676,2.3856399059295654,90
A5,17,training_set_metastatic_roi_047:404,stroma,both_wrong,0,0.7748878923766817,0.6325036603221084,0.29510703363914376,3.2780628204345703,91
A5,17,training_set_metastatic_roi_047:417,apoptosis,both_wrong,0,0.6905187835420393,0.5273224043715847,0.4726775956284153,3.344102144241333,92
A5,17,training_set_metastatic_roi_047:454,plasma_cell,both_wrong,0,0.7038883349950149,0.5430769230769231,0.5652173913043478,0.8671224117279053,93
A5,17,training_set_metastatic_roi_049:32,tumor,both_wrong,0,0.9001074113856069,0.818359375,0.22195704057279236,1.0688884258270264,96
A5,17,training_set_metastatic_roi_049:229,tumor,A1_correct_candidate_wrong,-1,0.8873483535528596,0.7975077881619937,0.09818181818181818,1.6819928884506226,97
A5,17,training_set_metastatic_roi_051:726,tumor,both_correct,0,0.699724517906336,0.538135593220339,0.8582677165354331,1.76553475856781,98
A5,17,training_set_metastatic_roi_053:487,apoptosis,both_wrong,0,0.7538556446637877,0.6049504950495049,0.39345887016848363,3.4576971530914307,103
A5,17,training_set_metastatic_roi_054:268,tumor,both_correct,0,0.8770571151984511,0.7810344827586206,0.2803532008830022,1.1298595666885376,104
A5,17,training_set_metastatic_roi_055:394,lymphocyte,both_wrong,0,0.9253731343283582,0.8611111111111112,0.15261044176706828,0.9934731721878052,105
A5,17,training_set_metastatic_roi_055:665,plasma_cell,both_wrong,0,0.8888888888888888,0.8,0.2,3.1536753177642822,106
A5,17,training_set_metastatic_roi_055:721,lymphocyte,A1_wrong_candidate_correct,1,0.9788434414668548,0.9585635359116023,0.04143646408839779,2.7556138038635254,107
A5,17,training_set_metastatic_roi_055:786,tumor,both_correct,0,0.969558599695586,0.9409158050221565,0.05621301775147929,0.8172604441642761,108
A5,17,training_set_metastatic_roi_055:885,lymphocyte,both_wrong,0,0.9681528662420382,0.9382716049382716,0.06172839506172839,3.159372568130493,109
A5,17,training_set_metastatic_roi_056:177,endothelium,both_correct,0,0.8775677896466721,0.7818448023426061,0.27902621722846443,2.1463706493377686,110
A5,17,training_set_metastatic_roi_056:261,tumor,both_correct,0,0.0,0.0,1.0,3.4424493312835693,111
A5,17,training_set_metastatic_roi_056:306,neutrophil,both_wrong,0,0.9446254071661238,0.8950617283950617,0.006493506493506494,2.6363768577575684,112
A5,17,training_set_metastatic_roi_056:321,apoptosis,both_correct,0,0.8031496062992126,0.6710526315789473,0.145985401459854,1.086202621459961,113
A5,17,training_set_metastatic_roi_057:348,plasma_cell,both_correct,0,0.9533678756476683,0.9108910891089109,0.058666666666666666,5.939853668212891,114
A5,17,training_set_metastatic_roi_057:476,lymphocyte,both_wrong,0,0.9037037037037037,0.8243243243243243,0.21311475409836064,4.91784143447876,115
A5,17,training_set_metastatic_roi_057:497,plasma_cell,both_correct,0,0.7241379310344828,0.5675675675675675,0.2132701421800948,4.604506015777588,116
A5,17,training_set_metastatic_roi_059:121,tumor,both_wrong,0,0.934,0.8761726078799249,0.14132762312633834,1.2268288135528564,119
A5,17,training_set_metastatic_roi_059:744,endothelium,both_wrong,0,0.6623376623376623,0.49514563106796117,0.5048543689320388,3.281006336212158,120
A5,17,training_set_metastatic_roi_061:196,tumor,both_correct,0,0.8875305623471883,0.7978021978021979,0.2410958904109589,0.6997378468513489,122
A5,17,training_set_metastatic_roi_061:215,neutrophil,A1_wrong_candidate_correct,1,0.8527131782945736,0.7432432432432432,0.34545454545454546,5.3756537437438965,123
A5,17,training_set_metastatic_roi_062:384,neutrophil,both_correct,0,0.5699873896595208,0.3985890652557319,0.5889679715302492,3.029520273208618,124
A5,17,training_set_metastatic_roi_063:187,tumor,both_correct,0,0.9597989949748744,0.9227053140096618,0.0657439446366782,0.8703253269195557,125
A5,17,training_set_metastatic_roi_063:487,tumor,both_correct,0,0.9256038647342996,0.8615107913669064,0.14730290456431536,1.0395116806030273,126
A5,17,training_set_metastatic_roi_066:83,tumor,both_wrong,0,0.9610894941634242,0.9250936329588015,0.07258064516129033,1.094801902770996,135
A5,17,training_set_metastatic_roi_066:786,apoptosis,both_wrong,0,0.8126649076517151,0.6844444444444444,0.31555555555555553,0.7718807458877563,136
A5,17,training_set_metastatic_roi_067:694,lymphocyte,both_wrong,0,0.8881987577639752,0.7988826815642458,0.07761194029850746,4.221795082092285,137
A5,17,training_set_metastatic_roi_068:102,tumor,A1_wrong_candidate_correct,1,0.9485232067510548,0.9020866773675762,0.025,4.968297004699707,138
A5,17,training_set_metastatic_roi_069:128,tumor,both_correct,0,0.985373364126251,0.9711684370257967,0.004629629629629629,1.0154610872268677,139
A5,17,training_set_metastatic_roi_069:556,endothelium,both_wrong,0,0.2875816993464052,0.16793893129770993,0.8077922077922078,1.4063010215759277,140
A5,17,training_set_metastatic_roi_071:61,lymphocyte,both_correct,0,0.9701492537313433,0.9420289855072463,0.02359882005899705,1.9349437952041626,144
A5,17,training_set_metastatic_roi_071:399,plasma_cell,both_wrong,0,0.7007601935038009,0.5393617021276595,0.35381114903299204,1.4932135343551636,145
A5,17,training_set_metastatic_roi_072:111,neutrophil,both_correct,0,0.8992248062015504,0.8169014084507042,0.1544885177453027,0.687427818775177,146
A5,17,training_set_metastatic_roi_072:374,plasma_cell,both_wrong,0,0.7980049875311721,0.6639004149377593,0.2719546742209632,1.47263503074646,147
A5,17,training_set_metastatic_roi_072:524,lymphocyte,both_correct,0,0.5803108808290155,0.40875912408759124,1.4464285714285714,2.4307126998901367,148
A5,17,training_set_metastatic_roi_072:529,endothelium,A1_wrong_candidate_correct,1,0.7940647482014388,0.6584638329604773,0.01073345259391771,3.405111789703369,149
A5,17,training_set_metastatic_roi_073:260,tumor,A1_correct_candidate_wrong,-1,0.9042553191489362,0.8252427184466019,0.21176470588235294,5.291289806365967,150
A5,17,training_set_metastatic_roi_073:745,plasma_cell,A1_wrong_candidate_correct,1,0.7065972222222222,0.5463087248322148,0.45369127516778524,5.375611782073975,151
A5,17,training_set_metastatic_roi_075:310,lymphocyte,both_wrong,0,0.9131578947368421,0.8401937046004843,0.19020172910662825,6.375621795654297,152
A5,17,training_set_metastatic_roi_075:367,apoptosis,both_correct,0,0.8051948051948052,0.6739130434782609,0.3103448275862069,4.782876491546631,153
A5,17,training_set_metastatic_roi_078:17,tumor,both_correct,0,0.9322493224932249,0.8730964467005076,0.12680115273775217,2.8764960765838623,156
A5,17,training_set_metastatic_roi_078:121,tumor,both_wrong,0,0.9095890410958904,0.8341708542713567,0.12209302325581395,2.0550403594970703,157
A5,17,training_set_metastatic_roi_081:22,tumor,both_wrong,0,0.9304274937133278,0.8699059561128527,0.14954954954954955,1.4912699460983276,167
A5,17,training_set_metastatic_roi_083:210,tumor,both_wrong,0,0.9678842853640598,0.9377672209026128,0.0344139650872818,2.684006929397583,168
A5,17,training_set_metastatic_roi_084:244,lymphocyte,both_wrong,0,0.9408450704225352,0.8882978723404256,0.0943952802359882,3.69063401222229,169
A5,17,training_set_metastatic_roi_085:318,melanophage,both_wrong,0,0.8876033057851239,0.7979197622585439,0.1265377855887522,1.774423599243164,170
A5,17,training_set_metastatic_roi_085:390,histiocyte,both_wrong,0,0.8465266558966075,0.7338935574229691,0.36259541984732824,0.48623421788215637,171
A5,17,training_set_metastatic_roi_086:32,melanophage,both_correct,0,0.9165526675786594,0.8459595959595959,0.030555555555555555,2.24196457862854,172
A5,17,training_set_metastatic_roi_086:455,neutrophil,both_wrong,0,0.7117437722419929,0.5524861878453039,0.4034090909090909,2.2793991565704346,173
A5,17,training_set_metastatic_roi_087:218,tumor,both_correct,0,0.9390374331550803,0.8850806451612904,0.09641255605381166,2.3461194038391113,174
A5,17,training_set_metastatic_roi_087:448,endothelium,A1_wrong_candidate_correct,1,0.9116809116809117,0.837696335078534,0.10431654676258993,5.63962984085083,175
A5,17,training_set_metastatic_roi_088:128,lymphocyte,both_correct,0,0.9215358931552587,0.8544891640866873,0.1624548736462094,2.5112974643707275,176
A5,17,training_set_metastatic_roi_091:39,histiocyte,both_wrong,0,0.9381771829190567,0.8835534213685474,0.12890094979647218,0.39491382241249084,180
A5,17,training_set_metastatic_roi_091:235,stroma,both_wrong,0,0.0,0.0,1.0,4.721208572387695,181
A5,17,training_set_metastatic_roi_092:143,endothelium,both_wrong,0,0.8542780748663101,0.7456242707117853,0.3375,2.147127389907837,182
A5,17,training_set_metastatic_roi_092:166,melanophage,both_correct,0,0.9030732860520094,0.8232758620689655,0.1636828644501279,0.8676276803016663,183
A5,17,training_set_metastatic_roi_093:163,lymphocyte,both_correct,0,0.9380863039399625,0.8833922261484098,0.003745318352059925,3.660710334777832,184
A5,17,training_set_metastatic_roi_094:167,apoptosis,both_correct,0,0.9142857142857143,0.8421052631578947,0.11338289962825279,1.6383521556854248,185
A5,17,training_set_metastatic_roi_094:598,plasma_cell,both_wrong,0,0.7258320126782885,0.5696517412935324,0.39847715736040606,2.055513381958008,186
A5,17,training_set_metastatic_roi_095:283,neutrophil,both_wrong,0,0.9303482587064676,0.8697674418604651,0.009900990099009901,2.269531011581421,187
A5,17,training_set_metastatic_roi_097:286,tumor,both_wrong,0,0.9568627450980393,0.9172932330827067,0.09016393442622951,1.7915008068084717,188
A5,17,training_set_metastatic_roi_097:326,lymphocyte,A1_wrong_candidate_correct,1,0.9135483870967742,0.8408551068883611,0.17696629213483145,6.98452091217041,189
A5,17,training_set_metastatic_roi_100:72,neutrophil,both_correct,0,0.9566854990583804,0.9169675090252708,0.06614785992217899,1.1894880533218384,194
A5,17,training_set_metastatic_roi_101:127,apoptosis,both_wrong,0,0.9568181818181818,0.9172113289760349,0.07860262008733625,1.436255693435669,195
A5,17,training_set_metastatic_roi_101:207,apoptosis,both_wrong,0,0.9363957597173145,0.8803986710963455,0.06825938566552901,1.081202507019043,196
A5,17,training_set_metastatic_roi_101:343,neutrophil,A1_wrong_candidate_correct,1,0.5587892898719441,0.3877221324717286,0.6122778675282714,0.7117573618888855,197
A5,17,training_set_metastatic_roi_102:20,apoptosis,both_correct,0,0.9647630619684082,0.931924882629108,0.04513064133016627,4.799121379852295,198
A5,17,training_set_primary_roi_001:528,stroma,both_wrong,0,0.43010752688172044,0.273972602739726,2.292307692307692,2.239375591278076,199
A5,17,training_set_primary_roi_002:159,stroma,A1_wrong_candidate_correct,1,0.9605609114811569,0.924114671163575,0.04114490161001789,3.2477314472198486,200
A5,17,training_set_primary_roi_004:206,epithelium,both_correct,0,0.9741267787839586,0.9495586380832283,0.05044136191677175,0.4156949520111084,201
