prompt,experiment_group,scenario_id,run_id,seed,fold,phase,epoch,split,class_name,support,predicted,precision,recall,f1,TP,FP,FN,dominant_confusion
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,train,melanophage,48,57,0.8070175438596491,0.9583333333333334,0.8761904761904762,46,11,2,"[[""plasma_cell"",1],[""histiocyte"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,train,neutrophil,48,54,0.8888888888888888,1.0,0.9411764705882353,48,6,0,[]
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,train,stroma,48,38,0.868421052631579,0.6875,0.7674418604651163,33,5,15,"[[""apoptosis"",6],[""epithelium"",3],[""tumor"",2],[""histiocyte"",2],[""plasma_cell"",1],[""melanophage"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,train,epithelium,48,55,0.8363636363636363,0.9583333333333334,0.8932038834951457,46,9,2,"[[""tumor"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,train,endothelium,48,45,0.9111111111111111,0.8541666666666666,0.8817204301075269,41,4,7,"[[""histiocyte"",2],[""melanophage"",2],[""tumor"",1],[""stroma"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,train,apoptosis,48,71,0.5352112676056338,0.7916666666666666,0.6386554621848739,38,33,10,"[[""tumor"",4],[""histiocyte"",2],[""neutrophil"",2],[""lymphocyte"",1],[""melanophage"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,dev,tumor,58,42,0.7142857142857143,0.5172413793103449,0.6,30,12,28,"[[""apoptosis"",9],[""histiocyte"",5],[""melanophage"",4],[""epithelium"",3],[""lymphocyte"",2],[""endothelium"",2],[""plasma_cell"",1],[""neutrophil"",1],[""stroma"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,dev,lymphocyte,23,31,0.45161290322580644,0.6086956521739131,0.5185185185185185,14,17,9,"[[""stroma"",2],[""apoptosis"",2],[""tumor"",1],[""plasma_cell"",1],[""histiocyte"",1],[""melanophage"",1],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,dev,plasma_cell,18,7,0.2857142857142857,0.1111111111111111,0.16,2,5,16,"[[""melanophage"",3],[""neutrophil"",3],[""stroma"",3],[""tumor"",2],[""lymphocyte"",2],[""endothelium"",2],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,dev,histiocyte,18,12,0.25,0.16666666666666666,0.2,3,9,15,"[[""melanophage"",4],[""endothelium"",4],[""lymphocyte"",2],[""stroma"",2],[""tumor"",1],[""plasma_cell"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,dev,melanophage,18,28,0.4642857142857143,0.7222222222222222,0.5652173913043478,13,15,5,"[[""lymphocyte"",2],[""epithelium"",1],[""endothelium"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,dev,neutrophil,18,21,0.5238095238095238,0.6111111111111112,0.5641025641025641,11,10,7,"[[""endothelium"",3],[""apoptosis"",3],[""tumor"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,dev,stroma,18,16,0.1875,0.16666666666666666,0.17647058823529413,3,13,15,"[[""apoptosis"",5],[""lymphocyte"",4],[""tumor"",2],[""neutrophil"",2],[""epithelium"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,dev,epithelium,18,17,0.5882352941176471,0.5555555555555556,0.5714285714285714,10,7,8,"[[""tumor"",4],[""stroma"",3],[""melanophage"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,dev,endothelium,18,25,0.4,0.5555555555555556,0.46511627906976744,10,15,8,"[[""lymphocyte"",2],[""melanophage"",2],[""tumor"",1],[""histiocyte"",1],[""stroma"",1],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,6,dev,apoptosis,18,26,0.15384615384615385,0.2222222222222222,0.18181818181818182,4,22,14,"[[""neutrophil"",4],[""lymphocyte"",3],[""plasma_cell"",2],[""histiocyte"",2],[""endothelium"",2],[""stroma"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,train,tumor,142,110,0.9545454545454546,0.7394366197183099,0.8333333333333334,105,5,37,"[[""apoptosis"",11],[""plasma_cell"",7],[""epithelium"",7],[""lymphocyte"",4],[""stroma"",4],[""histiocyte"",1],[""melanophage"",1],[""neutrophil"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,train,lymphocyte,74,64,0.875,0.7567567567567568,0.8115942028985508,56,8,18,"[[""plasma_cell"",5],[""apoptosis"",5],[""stroma"",3],[""histiocyte"",2],[""endothelium"",2],[""melanophage"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,train,plasma_cell,48,75,0.6133333333333333,0.9583333333333334,0.7479674796747967,46,29,2,"[[""lymphocyte"",1],[""neutrophil"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,train,histiocyte,48,36,0.9166666666666666,0.6875,0.7857142857142857,33,3,15,"[[""plasma_cell"",7],[""tumor"",2],[""stroma"",2],[""endothelium"",2],[""melanophage"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,train,melanophage,48,50,0.92,0.9583333333333334,0.9387755102040817,46,4,2,"[[""plasma_cell"",2]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,train,neutrophil,48,50,0.96,1.0,0.9795918367346939,48,2,0,[]
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,train,stroma,48,46,0.7608695652173914,0.7291666666666666,0.7446808510638298,35,11,13,"[[""plasma_cell"",4],[""apoptosis"",4],[""lymphocyte"",2],[""epithelium"",2],[""tumor"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,train,epithelium,48,57,0.8421052631578947,1.0,0.9142857142857143,48,9,0,[]
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,train,endothelium,48,49,0.8979591836734694,0.9166666666666666,0.9072164948453608,44,5,4,"[[""tumor"",1],[""melanophage"",1],[""stroma"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,train,apoptosis,48,63,0.6507936507936508,0.8541666666666666,0.7387387387387387,41,22,7,"[[""plasma_cell"",4],[""tumor"",1],[""lymphocyte"",1],[""stroma"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,dev,tumor,58,37,0.7297297297297297,0.46551724137931033,0.5684210526315789,27,10,31,"[[""plasma_cell"",8],[""lymphocyte"",6],[""apoptosis"",6],[""histiocyte"",3],[""epithelium"",3],[""melanophage"",2],[""stroma"",2],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,dev,lymphocyte,23,45,0.3333333333333333,0.6521739130434783,0.4411764705882353,15,30,8,"[[""plasma_cell"",4],[""stroma"",2],[""tumor"",1],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,dev,plasma_cell,18,27,0.1111111111111111,0.16666666666666666,0.13333333333333333,3,24,15,"[[""lymphocyte"",6],[""melanophage"",3],[""neutrophil"",2],[""tumor"",1],[""stroma"",1],[""endothelium"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,dev,histiocyte,18,7,0.42857142857142855,0.16666666666666666,0.24,3,4,15,"[[""plasma_cell"",5],[""lymphocyte"",3],[""melanophage"",2],[""endothelium"",2],[""stroma"",1],[""epithelium"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,dev,melanophage,18,20,0.5,0.5555555555555556,0.5263157894736842,10,10,8,"[[""plasma_cell"",3],[""tumor"",1],[""lymphocyte"",1],[""epithelium"",1],[""endothelium"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,dev,neutrophil,18,15,0.6,0.5,0.5454545454545454,9,6,9,"[[""apoptosis"",4],[""endothelium"",3],[""tumor"",1],[""stroma"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,dev,stroma,18,18,0.2777777777777778,0.2777777777777778,0.2777777777777778,5,13,13,"[[""lymphocyte"",6],[""apoptosis"",4],[""tumor"",1],[""neutrophil"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,dev,epithelium,18,17,0.5882352941176471,0.5555555555555556,0.5714285714285714,10,7,8,"[[""tumor"",4],[""stroma"",2],[""lymphocyte"",1],[""melanophage"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,dev,endothelium,18,19,0.47368421052631576,0.5,0.4864864864864865,9,10,9,"[[""lymphocyte"",3],[""melanophage"",2],[""tumor"",1],[""plasma_cell"",1],[""stroma"",1],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,7,dev,apoptosis,18,20,0.15,0.16666666666666666,0.15789473684210525,3,17,15,"[[""lymphocyte"",4],[""plasma_cell"",3],[""neutrophil"",3],[""stroma"",3],[""histiocyte"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,train,tumor,142,135,0.9111111111111111,0.8661971830985915,0.8880866425992779,123,12,19,"[[""melanophage"",5],[""lymphocyte"",3],[""stroma"",3],[""apoptosis"",3],[""epithelium"",2],[""plasma_cell"",1],[""histiocyte"",1],[""neutrophil"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,train,lymphocyte,74,61,0.8852459016393442,0.7297297297297297,0.8,54,7,20,"[[""histiocyte"",5],[""melanophage"",5],[""tumor"",3],[""stroma"",3],[""apoptosis"",2],[""neutrophil"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,train,plasma_cell,48,40,0.975,0.8125,0.8863636363636364,39,1,9,"[[""lymphocyte"",3],[""histiocyte"",2],[""tumor"",1],[""melanophage"",1],[""neutrophil"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,train,histiocyte,48,51,0.7843137254901961,0.8333333333333334,0.8080808080808081,40,11,8,"[[""melanophage"",4],[""stroma"",2],[""tumor"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,train,melanophage,48,68,0.6911764705882353,0.9791666666666666,0.8103448275862069,47,21,1,"[[""histiocyte"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,train,neutrophil,48,52,0.9230769230769231,1.0,0.96,48,4,0,[]
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,train,stroma,48,52,0.8076923076923077,0.875,0.84,42,10,6,"[[""tumor"",2],[""apoptosis"",2],[""melanophage"",1],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,train,epithelium,48,48,0.9375,0.9375,0.9375,45,3,3,"[[""tumor"",2],[""melanophage"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,train,endothelium,48,47,0.9148936170212766,0.8958333333333334,0.9052631578947369,43,4,5,"[[""melanophage"",3],[""histiocyte"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,train,apoptosis,48,46,0.8260869565217391,0.7916666666666666,0.8085106382978723,38,8,10,"[[""tumor"",3],[""stroma"",2],[""lymphocyte"",1],[""histiocyte"",1],[""melanophage"",1],[""neutrophil"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,dev,tumor,58,48,0.6666666666666666,0.5517241379310345,0.6037735849056604,32,16,26,"[[""histiocyte"",5],[""melanophage"",5],[""lymphocyte"",4],[""apoptosis"",4],[""stroma"",2],[""epithelium"",2],[""endothelium"",2],[""plasma_cell"",1],[""neutrophil"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,dev,lymphocyte,23,36,0.3888888888888889,0.6086956521739131,0.4745762711864407,14,22,9,"[[""stroma"",4],[""histiocyte"",2],[""tumor"",1],[""plasma_cell"",1],[""melanophage"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,dev,plasma_cell,18,5,0.2,0.05555555555555555,0.08695652173913043,1,4,17,"[[""lymphocyte"",3],[""melanophage"",3],[""neutrophil"",3],[""stroma"",3],[""tumor"",2],[""endothelium"",2],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,dev,histiocyte,18,16,0.25,0.2222222222222222,0.23529411764705882,4,12,14,"[[""melanophage"",5],[""endothelium"",3],[""tumor"",2],[""lymphocyte"",2],[""stroma"",2]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,dev,melanophage,18,33,0.48484848484848486,0.8888888888888888,0.6274509803921569,16,17,2,"[[""tumor"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,dev,neutrophil,18,18,0.5,0.5,0.5,9,9,9,"[[""tumor"",3],[""stroma"",3],[""endothelium"",3]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,dev,stroma,18,24,0.25,0.3333333333333333,0.2857142857142857,6,18,12,"[[""lymphocyte"",5],[""apoptosis"",3],[""tumor"",1],[""histiocyte"",1],[""neutrophil"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,dev,epithelium,18,13,0.7692307692307693,0.5555555555555556,0.6451612903225806,10,3,8,"[[""tumor"",4],[""stroma"",2],[""lymphocyte"",1],[""melanophage"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,dev,endothelium,18,21,0.42857142857142855,0.5,0.46153846153846156,9,12,9,"[[""lymphocyte"",3],[""histiocyte"",2],[""melanophage"",2],[""tumor"",1],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,8,dev,apoptosis,18,11,0.18181818181818182,0.1111111111111111,0.13793103448275862,2,9,16,"[[""lymphocyte"",4],[""neutrophil"",4],[""plasma_cell"",2],[""histiocyte"",2],[""stroma"",2],[""tumor"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,train,tumor,142,106,0.9811320754716981,0.7323943661971831,0.8387096774193549,104,2,38,"[[""apoptosis"",10],[""epithelium"",9],[""stroma"",8],[""lymphocyte"",4],[""plasma_cell"",4],[""histiocyte"",2],[""neutrophil"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,train,lymphocyte,74,63,0.9206349206349206,0.7837837837837838,0.8467153284671532,58,5,16,"[[""plasma_cell"",5],[""histiocyte"",4],[""apoptosis"",3],[""stroma"",2],[""melanophage"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,train,plasma_cell,48,65,0.7230769230769231,0.9791666666666666,0.831858407079646,47,18,1,"[[""neutrophil"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,train,histiocyte,48,51,0.803921568627451,0.8541666666666666,0.8282828282828283,41,10,7,"[[""plasma_cell"",3],[""tumor"",2],[""stroma"",2]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,train,melanophage,48,43,0.9767441860465116,0.875,0.9230769230769231,42,1,6,"[[""histiocyte"",4],[""plasma_cell"",2]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,train,neutrophil,48,50,0.96,1.0,0.9795918367346939,48,2,0,[]
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,train,stroma,48,61,0.7377049180327869,0.9375,0.8256880733944955,45,16,3,"[[""apoptosis"",2],[""plasma_cell"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,train,epithelium,48,57,0.8421052631578947,1.0,0.9142857142857143,48,9,0,[]
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,train,endothelium,48,44,0.9772727272727273,0.8958333333333334,0.9347826086956522,43,1,5,"[[""stroma"",3],[""plasma_cell"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,train,apoptosis,48,60,0.7333333333333333,0.9166666666666666,0.8148148148148148,44,16,4,"[[""plasma_cell"",2],[""lymphocyte"",1],[""stroma"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,dev,tumor,58,33,0.7878787878787878,0.4482758620689655,0.5714285714285714,26,7,32,"[[""plasma_cell"",8],[""apoptosis"",6],[""histiocyte"",5],[""stroma"",4],[""lymphocyte"",3],[""epithelium"",3],[""melanophage"",2],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,dev,lymphocyte,23,37,0.35135135135135137,0.5652173913043478,0.43333333333333335,13,24,10,"[[""stroma"",4],[""plasma_cell"",3],[""tumor"",1],[""histiocyte"",1],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,dev,plasma_cell,18,25,0.24,0.3333333333333333,0.27906976744186046,6,19,12,"[[""lymphocyte"",4],[""melanophage"",2],[""neutrophil"",2],[""stroma"",1],[""epithelium"",1],[""endothelium"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,dev,histiocyte,18,19,0.2631578947368421,0.2777777777777778,0.2702702702702703,5,14,13,"[[""stroma"",4],[""lymphocyte"",3],[""plasma_cell"",3],[""melanophage"",2],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,dev,melanophage,18,18,0.5555555555555556,0.5555555555555556,0.5555555555555556,10,8,8,"[[""apoptosis"",2],[""lymphocyte"",1],[""plasma_cell"",1],[""histiocyte"",1],[""stroma"",1],[""epithelium"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,dev,neutrophil,18,15,0.6,0.5,0.5454545454545454,9,6,9,"[[""apoptosis"",3],[""tumor"",2],[""stroma"",2],[""endothelium"",2]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,dev,stroma,18,31,0.22580645161290322,0.3888888888888889,0.2857142857142857,7,24,11,"[[""lymphocyte"",6],[""apoptosis"",4],[""neutrophil"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,dev,epithelium,18,18,0.5555555555555556,0.5555555555555556,0.5555555555555556,10,8,8,"[[""tumor"",3],[""stroma"",3],[""plasma_cell"",1],[""melanophage"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,dev,endothelium,18,10,0.5,0.2777777777777778,0.35714285714285715,5,5,13,"[[""histiocyte"",6],[""lymphocyte"",3],[""tumor"",1],[""melanophage"",1],[""stroma"",1],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,9,dev,apoptosis,18,19,0.15789473684210525,0.16666666666666666,0.16216216216216217,3,16,15,"[[""lymphocyte"",4],[""stroma"",4],[""plasma_cell"",3],[""neutrophil"",3],[""histiocyte"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,train,tumor,142,145,0.9103448275862069,0.9295774647887324,0.9198606271777003,132,13,10,"[[""apoptosis"",4],[""melanophage"",2],[""lymphocyte"",1],[""plasma_cell"",1],[""neutrophil"",1],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,train,lymphocyte,74,60,0.9833333333333333,0.7972972972972973,0.8805970149253731,59,1,15,"[[""histiocyte"",4],[""melanophage"",3],[""endothelium"",3],[""tumor"",2],[""stroma"",2],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,train,plasma_cell,48,46,0.9782608695652174,0.9375,0.9574468085106383,45,1,3,"[[""histiocyte"",1],[""neutrophil"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,train,histiocyte,48,43,0.8837209302325582,0.7916666666666666,0.8351648351648352,38,5,10,"[[""melanophage"",4],[""tumor"",3],[""endothelium"",3]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,train,melanophage,48,59,0.8135593220338984,1.0,0.897196261682243,48,11,0,[]
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,train,neutrophil,48,50,0.96,1.0,0.9795918367346939,48,2,0,[]
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,train,stroma,48,43,0.9534883720930233,0.8541666666666666,0.9010989010989011,41,2,7,"[[""tumor"",4],[""epithelium"",1],[""endothelium"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,train,epithelium,48,48,0.9583333333333334,0.9583333333333334,0.9583333333333334,46,2,2,"[[""tumor"",2]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,train,endothelium,48,58,0.8275862068965517,1.0,0.9056603773584906,48,10,0,[]
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,train,apoptosis,48,48,0.875,0.875,0.875,42,6,6,"[[""tumor"",2],[""melanophage"",2],[""endothelium"",2]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,dev,tumor,58,58,0.5862068965517241,0.5862068965517241,0.5862068965517241,34,24,24,"[[""lymphocyte"",5],[""melanophage"",5],[""histiocyte"",3],[""endothelium"",3],[""apoptosis"",3],[""epithelium"",2],[""plasma_cell"",1],[""neutrophil"",1],[""stroma"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,dev,lymphocyte,23,39,0.358974358974359,0.6086956521739131,0.45161290322580644,14,25,9,"[[""stroma"",4],[""tumor"",1],[""plasma_cell"",1],[""histiocyte"",1],[""melanophage"",1],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,dev,plasma_cell,18,6,0.3333333333333333,0.1111111111111111,0.16666666666666666,2,4,16,"[[""melanophage"",4],[""lymphocyte"",3],[""tumor"",2],[""neutrophil"",2],[""endothelium"",2],[""stroma"",1],[""epithelium"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,dev,histiocyte,18,10,0.2,0.1111111111111111,0.14285714285714285,2,8,16,"[[""endothelium"",5],[""melanophage"",4],[""lymphocyte"",3],[""tumor"",2],[""plasma_cell"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,dev,melanophage,18,30,0.43333333333333335,0.7222222222222222,0.5416666666666666,13,17,5,"[[""endothelium"",2],[""tumor"",1],[""lymphocyte"",1],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,dev,neutrophil,18,16,0.5625,0.5,0.5294117647058824,9,7,9,"[[""tumor"",4],[""stroma"",2],[""endothelium"",2],[""apoptosis"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,dev,stroma,18,14,0.14285714285714285,0.1111111111111111,0.125,2,12,16,"[[""lymphocyte"",7],[""tumor"",3],[""apoptosis"",3],[""histiocyte"",1],[""neutrophil"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,dev,epithelium,18,14,0.6428571428571429,0.5,0.5625,9,5,9,"[[""tumor"",6],[""stroma"",2],[""melanophage"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,dev,endothelium,18,26,0.38461538461538464,0.5555555555555556,0.45454545454545453,10,16,8,"[[""tumor"",2],[""lymphocyte"",2],[""melanophage"",2],[""histiocyte"",1],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s17,17,NOT APPLICABLE,joint,10,dev,apoptosis,18,12,0.16666666666666666,0.1111111111111111,0.13333333333333333,2,10,16,"[[""lymphocyte"",4],[""tumor"",3],[""neutrophil"",3],[""histiocyte"",2],[""stroma"",2],[""plasma_cell"",1],[""endothelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s29,29,NOT APPLICABLE,joint,1,train,tumor,142,107,0.6542056074766355,0.49295774647887325,0.5622489959839357,70,37,72,"[[""epithelium"",42],[""melanophage"",6],[""neutrophil"",6],[""apoptosis"",6],[""plasma_cell"",5],[""histiocyte"",4],[""lymphocyte"",2],[""stroma"",1]]"
6,A,p6_A_D600,p6_A_D600_s29,29,NOT APPLICABLE,joint,1,train,lymphocyte,74,29,0.4482758620689655,0.17567567567567569,0.2524271844660194,13,16,61,"[[""histiocyte"",13],[""epithelium"",11],[""melanophage"",10],[""tumor"",8],[""plasma_cell"",8],[""neutrophil"",8],[""apoptosis"",3]]"
6,A,p6_A_D600,p6_A_D600_s29,29,NOT APPLICABLE,joint,1,train,plasma_cell,48,66,0.48484848484848486,0.6666666666666666,0.5614035087719298,32,34,16,"[[""apoptosis"",4],[""histiocyte"",3],[""melanophage"",3],[""neutrophil"",3],[""epithelium"",2],[""lymphocyte"",1]]"
6,A,p6_A_D600,p6_A_D600_s29,29,NOT APPLICABLE,joint,1,train,histiocyte,48,69,0.2753623188405797,0.3958333333333333,0.3247863247863248,19,50,29,"[[""melanophage"",11],[""plasma_cell"",7],[""lymphocyte"",4],[""neutrophil"",3],[""tumor"",2],[""stroma"",1],[""epithelium"",1]]"
6,A,p6_A_D600,p6_A_D600_s29,29,NOT APPLICABLE,joint,1,train,melanophage,48,82,0.4268292682926829,0.7291666666666666,0.5384615384615384,35,47,13,"[[""epithelium"",7],[""histiocyte"",2],[""apoptosis"",2],[""tumor"",1],[""plasma_cell"",1]]"
6,A,p6_A_D600,p6_A_D600_s29,29,NOT APPLICABLE,joint,1,train,neutrophil,48,76,0.5789473684210527,0.9166666666666666,0.7096774193548387,44,32,4,"[[""plasma_cell"",2],[""lymphocyte"",1],[""histiocyte"",1]]"
