prompt,experiment_group,scenario_id,run_id,seed,fold,phase,epoch,split,objective,nll,macro_precision,macro_recall,macro_f1,balanced_accuracy_fixed10,accuracy,ece15,roi_macro_precision,roi_macro_recall,roi_macro_f1,pooled_macro_f1,lr,grad_norm_mean,draws,unique_nuclei,unique_groups,repeat_fraction,best_so_far,minimum_delta_pass,patience_counter,selected,checkpoint_saved,source_sha256
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s43,43,NOT APPLICABLE,joint,10,dev,NOT APPLICABLE,1.8123996257781982,0.47010434010434016,0.4387056471764118,0.42682559927947655,0.4387056471764118,0.48,0.17056240095032585,0.14848214285714284,0.17232142857142857,0.15375850340136055,0.42539957432403985,[0.001],3.5308437665303547,900,547,61,0.39222222222222225,0.15375850340136055,True,0,True,True,6a7327030cebcb05c2fdcc5861b585e922c2c1a5c4a68fdf0eb30735c98d0b0a
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s43,43,NOT APPLICABLE,decoupled,1,train,0.40975086960527635,0.45972079038619995,0.8678497584322582,0.9011509749185805,0.8775191472795141,0.9011509749185805,0.87,0.10287150947584044,0.4825847050766427,0.4827313142539594,0.46954356256340724,0.8769374397441643,[0.001],3.2626827557881675,900,547,61,0.39222222222222225,0.14256802721088438,NOT APPLICABLE: fixed-final cRT,NOT APPLICABLE: fixed-final cRT,False,False,e4936e556bffe009df868ff57b83fa70a34780bd2c87c05eea6e44359efd36d6
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s43,43,NOT APPLICABLE,decoupled,1,dev,NOT APPLICABLE,1.8600844144821167,0.4426843456352513,0.43491587539563553,0.4219325235166213,0.43491587539563553,0.4577777777777778,0.20363846090104842,0.1382142857142857,0.15863095238095237,0.14256802721088438,0.4203452219293197,[0.001],3.2626827557881675,900,547,61,0.39222222222222225,0.14256802721088438,NOT APPLICABLE: fixed-final cRT,NOT APPLICABLE: fixed-final cRT,False,False,e4936e556bffe009df868ff57b83fa70a34780bd2c87c05eea6e44359efd36d6
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s43,43,NOT APPLICABLE,decoupled,2,train,0.34708547274271645,0.3809784948825836,0.9083030313553841,0.9286326819777525,0.9156763678409192,0.9286326819777525,0.91,0.12162458078728781,0.5188783921459664,0.5115286653700102,0.5057966857349447,0.91371718416745,[0.001],3.8846067746480304,900,548,61,0.3911111111111111,0.14256802721088438,NOT APPLICABLE: fixed-final cRT,NOT APPLICABLE: fixed-final cRT,False,False,e4936e556bffe009df868ff57b83fa70a34780bd2c87c05eea6e44359efd36d6
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s43,43,NOT APPLICABLE,decoupled,2,dev,NOT APPLICABLE,1.8590490818023682,0.42162507427213314,0.4017158087622855,0.39991461078590795,0.4017158087622855,0.4444444444444444,0.2070296427938673,0.13360119047619048,0.1550595238095238,0.13881802721088438,0.39832730919860637,[0.001],3.8846067746480304,900,548,61,0.3911111111111111,0.14256802721088438,NOT APPLICABLE: fixed-final cRT,NOT APPLICABLE: fixed-final cRT,False,False,e4936e556bffe009df868ff57b83fa70a34780bd2c87c05eea6e44359efd36d6
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s43,43,NOT APPLICABLE,decoupled,3,train,0.28968129687839084,0.35156938433647156,0.9167520680781838,0.941281246034767,0.926807474611208,0.941281246034767,0.92,0.1121889473663436,0.5215492332624824,0.5202996202648884,0.5145881512933486,0.9262158108881421,[0.001],2.2440038760503134,900,548,60,0.3911111111111111,0.14256802721088438,NOT APPLICABLE: fixed-final cRT,NOT APPLICABLE: fixed-final cRT,False,False,e4936e556bffe009df868ff57b83fa70a34780bd2c87c05eea6e44359efd36d6
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s43,43,NOT APPLICABLE,decoupled,3,dev,NOT APPLICABLE,1.9400261640548706,0.4103015708879255,0.4102781942362153,0.3968811444892978,0.4102781942362153,0.44,0.21420387003156874,0.12958333333333333,0.15059523809523806,0.1347704081632653,0.39539666405744894,[0.001],2.2440038760503134,900,548,60,0.3911111111111111,0.14256802721088438,NOT APPLICABLE: fixed-final cRT,NOT APPLICABLE: fixed-final cRT,False,False,e4936e556bffe009df868ff57b83fa70a34780bd2c87c05eea6e44359efd36d6
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s43,43,NOT APPLICABLE,decoupled,4,train,0.24636845846970876,0.2995278239250183,0.9347150130837351,0.9548344118766654,0.943742373213133,0.9548344118766654,0.9355555555555556,0.11275080154339472,0.5342633204990804,0.5293160137075114,0.525099676899564,0.943116522872997,[0.001],2.198502691586812,900,532,61,0.40888888888888886,0.1453061224489796,NOT APPLICABLE: fixed-final cRT,NOT APPLICABLE: fixed-final cRT,False,False,e4936e556bffe009df868ff57b83fa70a34780bd2c87c05eea6e44359efd36d6
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s43,43,NOT APPLICABLE,decoupled,4,dev,NOT APPLICABLE,1.919853687286377,0.4456580868484796,0.4210061635848742,0.4193510491662133,0.4210061635848742,0.4577777777777778,0.21414789226320052,0.1405952380952381,0.16071428571428573,0.1453061224489796,0.4176465037116678,[0.001],2.198502691586812,900,532,61,0.40888888888888886,0.1453061224489796,NOT APPLICABLE: fixed-final cRT,NOT APPLICABLE: fixed-final cRT,False,False,e4936e556bffe009df868ff57b83fa70a34780bd2c87c05eea6e44359efd36d6
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s43,43,NOT APPLICABLE,decoupled,5,train,0.24382910940382216,0.2779157757759094,0.9466883306529137,0.9614785560208097,0.952625559409898,0.9614785560208097,0.9455555555555556,0.1082352023323377,0.5423725627428284,0.5383046216541632,0.5355391097170268,0.9520095807393087,[0.001],2.9673801978429157,900,553,61,0.38555555555555554,0.1453061224489796,NOT APPLICABLE: fixed-final cRT,NOT APPLICABLE: fixed-final cRT,True,True,e4936e556bffe009df868ff57b83fa70a34780bd2c87c05eea6e44359efd36d6
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s43,43,NOT APPLICABLE,decoupled,5,dev,NOT APPLICABLE,2.003943920135498,0.4237397895501034,0.41828252540396466,0.40685856922050984,0.41828252540396466,0.4533333333333333,0.22938258184327018,0.1379166666666667,0.16160714285714287,0.1429251700680272,0.4054325442650731,[0.001],2.9673801978429157,900,553,61,0.38555555555555554,0.1453061224489796,NOT APPLICABLE: fixed-final cRT,NOT APPLICABLE: fixed-final cRT,True,True,e4936e556bffe009df868ff57b83fa70a34780bd2c87c05eea6e44359efd36d6
6,C,p6_C_cached_crt_reset,p6_C_cached_crt_reset_s17,17,NOT APPLICABLE,joint,1,train,1.8632883082495795,1.421461820602417,0.5862102510803139,0.4999857251617815,0.47915288179522175,0.4999857251617815,0.4955555555555556,0.05952072333958415,0.2104134435691813,0.22885738763413116,0.1977337541377231,0.4788626060332478,[0.001],6.3451155662536625,900,554,61,0.3844444444444445,0.11357993197278911,True,0,False,True,775d707a7aa69ca0b22c1c6ea759815e45ea719c59deb47c44ebbf5b31913bc9
